""	PC1	PC2
ACSL1	-0.0269417715390367	-0.0726939085627347
ADAM12	-0.0467900993392384	-0.00493352470354502
ALDH3B1	-0.0399230018135889	-0.04535157647499
ALOX5	-0.0120863209399674	-0.0835840911510281
AMPD3	-0.0387326143596274	-0.0369187727916636
ANXA1	-0.0492205216750191	0.00772982541406286
ANXA2	-0.0433426960800251	-0.0182767179939237
ANXA4	-0.0482111707029092	0.00122046989891111
ARHGAP29	-0.0417194008856063	-0.0214937742481946
ARPC1B	-0.042450442642452	-0.0363897735711236
ARSJ	-0.0382631704219206	-0.0172210081384862
ASL	-0.0491522525450587	-0.00964265810752124
BATF	0.00500068368338142	-0.0525006952185299
BDKRB2	-0.0429048380262246	0.00845556460477092
BLVRB	-0.0446595737814731	-0.00121009535877131
BNC2	-0.0490950533469335	0.0202691273413699
C1orf54	-0.0436799774488016	0.0350664301878245
C5AR1	-0.0251400577827963	-0.0520350288827826
CASP1	-0.0364758612190726	-0.0436577786450536
CASP4	-0.0166965927482629	-0.0836560760797087
CASP5	-0.0158144385684116	-0.0344257683802045
CASP8	-0.0328394155451325	-0.0395283531160766
CAST	-0.047811394247689	-0.0172937920174625
CAVIN1	-0.0491124030370388	0.0153992421024911
CCR5	-0.000768276205339542	-0.0674836333716935
CD14	-0.0102451332463883	-0.0774394877833062
CD2AP	-0.0481893996718235	-0.0267088749575547
CD4	-0.0155585773491083	-0.0801778794435458
CDCP1	-0.0352120879994077	-0.0520187524889289
CEBPB	-0.0430792400717817	-0.0471941547953571
CHI3L1	-0.0414522642961894	-0.0042984985420923
CLCF1	-0.0414756829263531	-0.0135450506630238
CLEC2B	-0.0164473641621144	-0.0878147860125185
CLIC1	-0.047242782745899	-0.0195066989158977
CNN2	-0.0431787710587047	-0.021434752393493
COL1A1	-0.035895820543538	-0.0288042136478269
COL1A2	-0.0489633347834661	0.00867203102863617
COL5A1	-0.030075264373267	-0.0342876608346687
COL8A2	-0.0316505526512029	0.0107360729184945
COLGALT1	-0.0428033634096399	-0.0487667476796986
COPZ2	-0.00883149731326846	-0.067580148275055
CPQ	-0.0471813890260789	0.014933747857518
CRYBG1	-0.0444170251917051	-0.032075879347969
CSTA	-0.00662853412267933	-0.0724693922175975
CTSB	-0.0343317144789896	-0.0683437085550324
CTSC	-0.0196273254205922	-0.0867557694618769
CTSZ	-0.0349690161663105	-0.0675528126364524
CYBRD1	-0.0481463022585197	0.0241516029921976
CYTH4	-0.0061112340457253	-0.0833116364789955
CYTIP	0.00375185805698461	-0.0600364746324849
DAB2	-0.0132416013065679	-0.0817175266801786
