""	PC1	PC2
ACP3	-0.0742580313867654	-0.0104587919520315
ACSL1	-0.0749006462369739	0.00312455692242123
ADAM12	-0.0434740786297612	-0.066277820940973
ALDH3B1	-0.0778655131115318	-0.0232413671910231
ALOX5	-0.084862300650146	-0.00736516885822793
AMPD3	-0.0659655417884854	0.00269368410968213
ANXA1	-0.030996717384408	-0.0225402713624571
ANXA2	-0.0622057218019811	-0.0346911992329608
ANXA4	-0.0557206674401651	-0.00762837933757286
ARHGAP29	-0.0337243485123983	-0.0630330443349454
ARPC1B	-0.0623286828722371	-0.0164666792504191
ARSJ	-0.0262959000389612	-0.0768720437118149
ASL	-0.0239632791635149	-0.0306261604763022
BATF	-0.0820402714816808	0.00173360263641331
BDKRB2	-0.0524969497041882	-0.0290047810290384
BLVRB	-0.0451803909120879	0.00576159793690579
BNC2	-0.0404225657807593	-0.0163312746407638
C1orf54	-0.024218882381967	0.0115434933405746
C5AR1	-0.0788020427308892	-0.0103846370224843
CASP1	-0.0443784215263754	-0.0264446898460972
CASP4	-0.0705868369137335	-0.0151182467543631
CASP5	-0.0657707550207388	-0.00299356092401745
CASP8	-0.0520415631460227	-0.0548587207821962
CAST	-0.0554048634118989	-0.0555486654087518
CAVIN1	-0.0385214526393757	-0.0779739932577206
CCR5	-0.0725736868540497	-0.0164584534534755
CD14	-0.0815958872957013	0.00216141623788999
CD2AP	-0.0522926843291658	-0.0510063485883724
CD4	-0.0797985313324816	-0.00828246072376428
CDCP1	-0.0592833882587629	-0.0277122920856107
CEBPB	-0.0749130474123077	-0.0247909563422297
CHI3L1	-0.0416417403886196	-0.0231689091312509
CLCF1	-0.0587461003391557	-0.0344009887880306
CLEC2B	-0.0541498884392713	-0.00174876535218158
CLIC1	-0.0486736189609785	-0.0321763922851147
CNN2	-0.0518779378126406	-0.026840636534678
COL1A1	-0.0478344907591354	-0.0155970004850165
COL1A2	-0.0492653639582618	-0.0210393268700027
COL5A1	-0.0329875957156482	-0.0129237292317735
COL8A2	-0.0503584208563929	-0.0238132635761929
COLGALT1	-0.052664259946687	-0.0716457710520172
COPZ2	-0.0452755829196271	0.0094722969400275
CPQ	-0.0614989134157234	-0.0192619657614895
CRYBG1	-0.0359375238594561	-0.0231416359205604
CSTA	-0.081510459577345	0.00838283545239892
CTSB	-0.0815001830935183	-0.0104675158444167
CTSC	-0.0793700852500773	-0.00795653586466912
CTSZ	-0.0807047867805796	-0.0191886212875644
CYBRD1	-0.0301886991557884	-0.0298373899248005
CYTH4	-0.0796528944643066	-0.00423206268639759
CYTIP	-0.0766113647501629	-0.0144984724708967
DAB2	-0.0835178966143456	-0.0121338122364567
DCBLD2	-0.0495834592991957	-0.0230276302257377
DOK3	-0.0784921162262205	-0.00829621449376657
DRAM1	-0.0564002036862132	-0.0474979445429497
DSC2	-0.074553107094035	-0.0052591947560263
DSE	-0.082442732337012	-0.0157435023163564
EFEMP2	-0.0271811829583967	-0.0749533248770785
EHD2	-0.0193330981813971	-0.0896134436815716
ELF4	-0.0604783067060101	-0.0394528605474991
EMP3	-0.0215186938386803	-0.0534222347369795
ENG	-0.0597634039354006	-0.0405598475912994
FCGR2A	-0.0854786857610451	-0.00779549903685076
FCGR2B	-0.0755446960709582	0.00186184289333235
FES	-0.0761638781936558	-0.0341198954981452
FHL2	-0.0519256659818091	-0.0174764660493856
FHOD1	-0.0491242070314185	-0.0421044071330156
FMNL1	-0.07960513195296	-0.0192916866293982
FNDC3B	-0.0500580102323439	-0.0762876651054012
FOLR2	-0.0730156539070041	0.0218101796521377
FPR3	-0.0780794850625848	-0.00527259547822419
FURIN	-0.0607115924397018	-0.0602689330206358
FXYD5	-0.0604419218492885	-0.00959484817751801
GCNT1	-0.0694995326543571	-0.0162873685132139
GNA15	-0.0868779723314193	-0.0090824106145092
GRN	-0.0706540043199542	-0.0367465301421277
HEXA	-0.0551551634136377	-0.0201794858335787
HEXB	-0.0668285387614695	-0.0318565637625152
HFE	-0.0477150976826564	-0.0340308770792992
HK3	-0.0814016056742166	-0.00267085119535295
ICAM3	-0.0555360445467591	-0.0260498778693541
IFI30	-0.0554725575578808	-0.00270128593975843
IGFBP6	-0.0476478087927838	-0.00510604241276188
IL15RA	-0.0723452703665123	-0.0254937936724904
IL1R1	-0.0700557442657731	-0.00717193180247995
IL4R	-0.0846306086212769	-0.0260496837938482
IQGAP1	-0.045246094032709	-0.0868409609209417
ITGA4	-0.0451742421333242	-0.03282573121377
ITGA5	-0.0611967039433345	-0.0471436555247175
ITGAM	-0.0844056686313958	-0.0203693076604076
ITGB2	-0.0823617893947464	-0.012070741840602
KYNU	-0.0801064234942893	-0.00678997194435503
LAIR1	-0.0881597541124332	-0.00118117499663696
LAMB1	-0.0393457257245057	-0.0304105984360788
LAPTM5	-0.0806053884122289	0.000243693560753283
LCP1	-0.0820491171552583	-0.0122762576803928
LCP2	-0.0763240606005852	-0.0211873968242545
LGALS1	-0.049488548285963	-0.0181827017884592
LGALS3	-0.0224674746966162	-0.0304718321435252
LHFPL2	-0.076510815468718	-0.0337256770780404
LILRB2	-0.0833688785951837	-0.00514029950663272
LILRB3	-0.0825062561946921	-0.00558006945653043
LOX	-0.05497892611609	-0.0350560646037295
LRRFIP1	-0.0455897674631878	-0.0649431563889072
LTBP1	-0.0360603366485593	-0.0512772981356816
LTBP2	-0.0653591115286964	-0.0264941027236493
LY75	-0.0598332396683865	-0.00278300463264269
LY96	-0.0713139203733407	0.0232739705279828
MAFB	-0.0812772078797432	-0.00151297843904423
MAN1A1	-0.0816794630491204	-0.0140765697268354
MAN2A1	-0.0653247407106429	-0.0318289974172576
MAN2B1	-0.0571390704833768	-0.059125426101887
MAPK13	-0.0691380659497263	-0.00890890361428568
MCUB	-0.0231964313270316	-0.0417357591807768
MFSD1	-0.0789106486540967	-0.0301531903400504
MGAT1	-0.0720332342879578	-0.0390464130422033
MGST2	-0.0400321799881842	0.00619395448786212
MRC2	-0.0391778956283287	-0.0807116295227103
MS4A4A	-0.077771145569363	0.0102718766089605
MSR1	-0.0788182625600789	0.00654476903071564
MVP	-0.0645950822294015	-0.0493396987265616
MYH9	-0.0548296915373416	-0.0563196098250164
MYO1F	-0.075983004989754	-0.0154022180463589
MYOF	-0.0562345359496928	-0.0471107731836838
NCF2	-0.0829501690921325	-0.00995738312588537
NCF4	-0.0847762659362856	0.0163889971363815
NOD2	-0.0771338820606118	-0.0136953018919152
NPC2	-0.0784131245510578	0.0147785904271061
NRP1	-0.0613488965804224	-0.0525268451208108
P4HA2	-0.0572920716829053	-0.0185982101062746
PDPN	-0.0167187756574276	-0.0524846119317886
PHF11	-0.0301357772907635	0.00395690331089771
PIGP	-0.0296022113107857	0.025559589982137
PLA2G15	-0.0638323898591097	-0.0283134427239564
PLAU	-0.0465541108107224	-0.0304227736432122
PLAUR	-0.0812211595157964	-0.0239659595824244
PLBD1	-0.0708420174085795	-0.0106164855527297
PLK3	-0.0625081659495317	-0.0267019372681353
PLS3	-0.0226273060753616	-0.0625251297263726
POLD4	-0.0648642156641914	-0.0125816763877682
PROCR	-0.0558997197977754	0.00466183506818895
PTGER4	-0.0598883139866315	-0.0214646078924473
PTPN22	-0.0807017230407767	-0.0203541644471073
PTPN6	-0.0792873149866959	-0.00310633941138967
PTPRC	-0.0766233249484018	-0.013469243242344
PYGL	-0.0476323427389713	-0.0671398159832889
RAB11FIP1	-0.0496746433099487	-0.0145973557475789
RAB27A	-0.0756981072236564	-0.0296905496253121
RAB32	-0.0325498522479033	0.0128157935254657
RABGAP1L	0.0176909271374819	-0.0245998023604427
RAC2	-0.0824813913277336	-0.0144052997708017
RBKS	-0.0334683728187038	0.0211027157401845
RBM47	-0.0670973550449386	-0.0405706892289295
RBMS1	-0.0488698104466038	-0.0601670560673183
RELB	-0.0581845216102123	-0.0510721754524103
RHOG	-0.0736981232046972	-0.00110397280548607
RRAS	-0.0578239444243438	-0.00529195655727795
RUNX2	-0.0649838858381903	-0.012283179927676
S100A11	-0.0785996815468053	-0.0133100696849442
S100A13	-0.0089263224722576	0.00276827444616536
S100A4	-0.0601446332065601	0.000692448312600574
SAT1	-0.0721974215606766	0.00329359998920585
SCPEP1	-0.0781444608697898	0.00326224770471105
SEC24D	-0.0513861155784467	-0.0451848538358453
SERPINA1	-0.0713721399133781	-0.0129246357627085
SERPINE1	-0.0541569060202595	-0.0248341204192468
SFT2D2	-0.0272073641460881	-0.0523819940224538
SH2B3	-0.058313342315997	-0.0548978466899014
SHC1	-0.0507797952699644	-0.0413086664616069
SIGLEC7	-0.0764666042128816	0.00124592167242542
SIGLEC9	-0.0827339441140174	-0.00755612471309184
SLAMF8	-0.0781950953106462	-0.00366826541746097
SLC10A3	-0.0603036603207863	-0.0381088597332833
SLC11A1	-0.0761965701992595	0.000481269776566211
SLC16A3	-0.0669399798009567	-0.0227434935931089
SP100	-0.0502339087112054	-0.0316834364578102
SQOR	-0.0689308449959208	0.0158082782400204
SRPX2	-0.0517664959450036	-0.0442884692151789
ST14	-0.0678785133238455	0.00169740719589701
STAB1	-0.0789834758323852	-0.0178042611244817
STAT6	-0.0548827672887144	-0.013220743249763
STXBP2	-0.0773938680466678	0.00432274785491783
SWAP70	-0.02783968087492	-0.0875457836790133
SYNGR2	-0.0677494814083423	0.0331139650745079
SYPL1	-0.0184441930543328	-0.0382584619215438
TCIRG1	-0.0598888672039059	-0.03503288090113
TEC	-0.0812644953329842	-0.0109703849067962
TES	-0.0601441419939898	-0.0355287394710067
TGFBI	-0.0591445923532699	-0.0208334507477237
TGFBR2	-0.0772937626627817	-0.0341688341007095
TGOLN2	-0.0425991628522951	-0.0593982236400884
THBD	-0.0775139051859732	-0.0193843875244591
THBS1	-0.0598740563358782	-0.0183739140932237
THEMIS2	-0.0776854141361589	0.00417882007311774
TIMP1	-0.0636237950162981	-0.0188106446171792
TLR2	-0.0843343339271071	-0.00456147985965338
TLR4	-0.0277538705318168	0.0137573029447534
TMBIM1	-0.0436335291599105	-0.033836331670349
TNFAIP3	-0.0594888434417085	-0.0312414993700943
TNFAIP8	-0.0864991031879971	-0.00662242662600597
TNFRSF11A	-0.074520857453679	-0.0175745304678171
TNFRSF1A	-0.0433835276779561	-0.0676222521649664
TNFRSF1B	-0.0818372907816504	-0.0143053273265491
