""	VerPN	VerNL	VerCL	VerMES
S100A11	-0.924442781613599	-0.151933022111577	-0.190973256353069	0.878441583910211
CLIC1	-0.841423313464727	-0.248814114614617	-0.122899663649705	0.787060908290833
EMP3	-0.5491084478052	-0.297771826803583	0.237806407915065	0.469249795037029
A2M	-0.648707226466107	-0.13686469191295	0.00211665235080607	0.703316316813389
LDHA	-0.493319699987606	-0.26647682547658	0.0878189022331904	0.348961113494346
NPC2	-0.90803510088495	0.0526263830191791	-0.295859894053294	0.888996018773988
CTSB	-0.879234721736016	-0.133289961398389	-0.235155412196164	0.924616811583925
SERTAD1	-0.595588622699718	-0.141296261724551	0.0366888625149627	0.478576314894514
ANXA1	-0.651085749681411	-0.0211683103038428	-0.0294459200400608	0.531112716438485
ANXA2	-0.46051619904118	-0.524392534006824	0.382570576846179	0.390302437797656
SLC2A3	-0.677500944857332	0.0433529967874656	-0.410620819871918	0.733569480467923
C3	-0.687084660819899	0.147767843830182	-0.36624846166196	0.766844392622365
S100A10	-0.453613536839608	-0.277246293198317	0.266574942598109	0.331951328920614
TAGLN2	-0.314844202632334	-0.396227853526274	0.51525645549768	0.169350654040936
PLP2	-0.399330835125628	-0.41051849889335	0.285373348901011	0.283070439255607
CD44	-0.394123700662204	-0.355547184646224	0.371257223753346	0.343953649382409
IFITM3	-0.39237567872323	-0.387585604367852	0.453872409300703	0.333797881434332
LGALS1	-0.493915299425034	-0.533381410298565	0.32588666976609	0.421752699762293
NAMPT	-0.562480407833763	-0.134150726475869	0.0357759962176335	0.545450758160122
CDKN1A	-0.62958376292249	-0.00662283758588797	-0.286714572249873	0.725878424386893
SOD2	-0.601626127495151	-0.16643472799395	0.0618583128349063	0.565075234452511
ANXA5	-0.311772918192289	-0.286554802922888	0.434069367193328	0.19495113854717
PGK1	-0.512941562078405	0.0511684550838192	-0.271551078300181	0.377335384588168
FTL	-0.867176554044852	0.0864514819428839	-0.373514645576727	0.849111931791888
PLTP	-0.813318796936605	-0.0994648409612277	-0.128822005697637	0.821510816164567
RPL21	-0.386148565506804	-0.213844549147385	-0.125275652059549	0.409432259327922
PRDX6	-0.189789244294155	-0.427025375406425	0.628340451457445	0.0461132124220714
LGALS3	-0.267615463262716	-0.53829144417424	0.56236258106842	0.163385090840791
SERPINE1	-0.347885963017766	-0.233868785647642	0.151431615453234	0.370372437004078
TNFRSF1A	-0.195649216946158	-0.461426311856547	0.311040082783882	0.405649294428096
P4HA1	-0.359972539731837	-0.311262909907468	0.0363806302184571	0.466250021380585
MT1E	-0.175498337412252	-0.41677561600561	0.542170158225439	0.0268783724310195
SERPING1	-0.508548599120738	-0.0381108074411376	0.0281883791263512	0.455573894888045
CHI3L1	-0.235097602532663	-0.452983440784162	0.507005023206807	0.102372933338291
MGST1	-0.204037171978947	-0.223502885337222	0.35662606955456	0.0630875491440159
C1R	-0.0204610124241713	-0.361557054549139	0.576475620040188	-0.115476501817339
GSN	-0.699716495906029	0.139119277504176	-0.254170877621913	0.765966057656692
C8orf4	0.11973651883479	-0.370179136428743	0.609747458599915	-0.263920966515878
HERPUD1	-0.555017086543978	0.310299800267715	-0.666670756708169	0.639345438140434
SPP1	-0.748885975561155	0.20602687948723	-0.441979460554593	0.757932166884739
MT2A	-0.284164203321141	-0.398342974174199	0.486282286968311	0.136687602336322
C1S	0.00740647873975237	-0.375706182554265	0.597509740245568	-0.118036925629758
EFEMP1	0.0922513323903069	-0.440559556950046	0.595536556249294	-0.217941160104372
MT1X	-0.302391582224788	-0.263324450697697	0.297968308715771	0.140191916779941
ATF3	-0.236906577277566	0.110368178115432	-0.223538406630449	0.406861778815837
ADM	-0.307108129845474	-0.243706479180794	0.119400503428303	0.265636094103734
APOE	-0.340354491086375	0.153056208862127	-0.329321373580942	0.556092385481695
TRAM1	-0.238457904700142	-0.0399080781195573	-0.0996999568062207	0.347877373809657
TUBA1C	-0.103011920930654	-0.451350827862418	0.379849770664965	0.00643876127040536
MGP	-0.166899533929131	-0.199202307257188	0.324825007200968	0.02224942053808
