""	VerPN	VerNL	VerCL	VerMES
FCER1G	-0.453906987862843	-0.119644217450171	-0.196769067145307	0.382773940555342
RGS1	-0.3890922872112	-0.165486054479003	-0.168608157127122	0.407926267564019
HLA-DRB6	-0.541740834243174	-0.216501886687587	-0.00184165665922815	0.524023777760018
TYROBP	-0.491596762952375	-0.14183074407661	-0.12630997122243	0.511566873019617
FERMT3	-0.347332377149741	-0.224239079825147	-0.224525105330008	0.356535286028316
CLEC7A	0.0996868472395539	0.0270245492733573	-0.576102917842856	0.000214412526643488
HLA-DRB5	-0.635303248911464	-0.24538017829542	-0.0379639749239513	0.556045664096027
HLA-DRA	-0.650472752402612	-0.191321454438933	0.0436645556992522	0.638803636879009
RCSD1	-0.278151592231905	-0.273380980809092	-0.135037283135353	0.248114316421724
THEMIS2	-0.576440392150816	-0.118750671767771	-0.0998153282836861	0.529866123897513
CYTH4	-0.430751131108718	-0.166187693160696	-0.12719400030802	0.383811694361915
SASH3	-0.422558075826654	-0.123230223448118	-0.204447795198048	0.384493354201003
VAV1	-0.516023763413873	-0.136737030862117	-0.245918664375555	0.438402599893716
NCKAP1L	-0.229163637129895	0.0429205744073888	-0.35805000089742	0.247503645773371
HMHA1	-0.0951562942007146	-0.0549998644261097	-0.530704797067502	0.104574304649547
APBB1IP	-0.624077662867862	-0.144430365099417	-0.0449925552831762	0.563361157501347
PIK3CG	-0.326293846172197	-0.0467514492165429	-0.281281653675671	0.406943108888259
GPSM3	-0.521137687385657	-0.0938392157121533	-0.0995731254328762	0.541941798253008
NCF4	-0.491378201084163	-0.224492291027621	-0.0802508234867859	0.535388465512495
WAS	-0.370325112607442	-0.043815064834946	-0.274636363350438	0.346453591608346
HAVCR2	-0.00688915144815847	-0.00493323394859749	-0.480415766827717	0.123051226860511
CTSS	-0.208550282990604	-0.0535227128555763	-0.237346118511858	0.337780929942048
HLA-DPA1	-0.604345810752768	-0.151374069888725	0.0112420528019608	0.643981352758393
FYB	-0.173739780074941	0.0140732963181238	-0.477347516550949	0.15171272842391
TMEM173	-0.554734581138175	-0.124489396236913	0.0273076631258583	0.679861486210646
LAIR1	0.0868591481180787	0.0331840978974733	-0.529035505631956	0.0132196057784382
HLA-DRB1	-0.598299471915382	-0.242369729884287	-0.0250274799366812	0.558326855303964
BIN2	-0.42584968995606	-0.117610744004966	-0.397116768231157	0.329768749073762
PARVG	-0.293708483906844	-0.230294192928382	-0.244765569206235	0.295087316525066
ALOX5AP	-0.476803270884615	-0.2413998407565	-0.196269287211662	0.404128881885864
C10orf54	-0.502747267886794	0.0742227644216227	-0.319977686664534	0.464396562616176
DOCK8	-0.306691884052756	-0.174582019220507	-0.310089454736091	0.365765829571306
TAGAP	-0.224030125864037	-0.060173157632629	-0.188982316971748	0.186113992172187
DOCK2	-0.281984066791324	-0.0403184289744901	-0.305423793737563	0.257792556562858
IL10RA	-0.229185012072848	0.0536804710410707	-0.429928301658316	0.207225066937476
SERPINB9	-0.0738066717744393	0.0809152047395267	-0.441431791550131	0.220625624466193
EVI2B	-0.266477590590888	0.0190576945195804	-0.294877605512285	0.262877491337603
PIK3R5	-0.582065660010421	-0.248609349061989	-0.0702984113483871	0.497223463821842
MYO1F	-0.535514928932231	-0.122462254843468	-0.148813087548307	0.542478145194896
ARHGAP9	-0.589367758883787	-0.330894784579387	-0.0204007407831282	0.496528985152509
SRGN	-0.502825143716557	0.0724511969610747	-0.0971718703308056	0.558100225773457
CD74	-0.706937986336056	-0.131763491360936	0.0387784353076241	0.662061927006682
ARHGDIB	-0.367906381053916	-0.0446801004287963	-0.3578124711294	0.399113499943535
PTPRC	-0.195547644485415	-0.12502287706943	-0.361591769357946	0.175110508823196
CD53	-0.372506051531015	-0.0655842105500833	-0.304396337667777	0.282081983948267
ITGB2	-0.450529858778127	-0.217419908454241	-0.141154199823704	0.437126898178982
HCLS1	-0.448864807741671	-0.0458750455725219	-0.216731938656639	0.428916868233371
LCP2	-0.346488460340632	0.0655080768924782	-0.239376953532779	0.352999405944822
CD37	-0.328243720704824	-0.189719509328375	-0.254220506796256	0.323619241037039
LAPTM5	-0.415265509796472	0.0551161790521107	-0.270939718502561	0.396729477472202
