""	MES	NPC	OPC	AC
S100A11	0.597984667061925	-0.879022882253675	-0.739960313531342	-0.352932702716796
CLIC1	0.477531523370579	-0.820525109122183	-0.704243474594664	-0.332861412551694
EMP3	0.820959225531903	-0.535258553150255	-0.268844912547927	0.183781756660278
A2M	0.588892535112021	-0.61716786601288	-0.451100080097782	-0.0150077681541417
LDHA	0.797031729206498	-0.426543066656859	-0.254111837647648	0.0971296946008444
NPC2	0.474887954338671	-0.883697520373432	-0.735601509077843	-0.422268670824908
CTSB	0.526464791820156	-0.86484723027446	-0.748464717493516	-0.400180402723998
SERTAD1	0.749894321044747	-0.542695785459047	-0.363313139767959	0.0213391098345979
ANXA1	0.811912520413846	-0.619619985181456	-0.390208174722214	0.0012735040391127
ANXA2	0.707085923733205	-0.414585863349743	-0.204657713143987	0.261006025687692
SLC2A3	0.512738774737273	-0.687481544810928	-0.638989724149574	-0.456201888348074
C3	0.395460297703568	-0.683401685759737	-0.622851792052295	-0.370823808359095
S100A10	0.83939255895615	-0.412205502651761	-0.158656503126463	0.266807991767031
TAGLN2	0.742393332342189	-0.260766794296341	0.0151288875949272	0.503930396430583
PLP2	0.771925109668267	-0.369186661398653	-0.186976101819768	0.223884923284434
CD44	0.852368304918617	-0.359942919484074	-0.111769168780374	0.345154316214692
IFITM3	0.638179332014946	-0.352911772352058	-0.0827514661046336	0.440282081948108
LGALS1	0.593215937449202	-0.459590599526801	-0.233923614446809	0.141433639108349
NAMPT	0.85650219877837	-0.529271894331217	-0.348608152981555	0.0641203152998069
CDKN1A	0.401770047381122	-0.651085059430089	-0.590771410562573	-0.352220620645494
SOD2	0.897030000789222	-0.552759885691992	-0.360519550263432	0.060324067046803
ANXA5	0.592916746057294	-0.311157999990996	0.0308741433214433	0.408154190465596
PGK1	0.674274680673181	-0.457406154071302	-0.420553224007004	-0.205594958660881
FTL	0.497625754417882	-0.853787425193461	-0.723645340117204	-0.497621077719963
PLTP	0.53054859124926	-0.776451568122797	-0.608483969553448	-0.199402202619501
RPL21	0.0909956087143447	-0.45705801432071	-0.304697143734526	-0.252941242122644
PRDX6	0.667279445311342	-0.123924194084427	0.167544366486208	0.652184952062726
LGALS3	0.761215190850568	-0.197037606692415	0.0311707121694862	0.521475407141137
SERPINE1	0.710892755159556	-0.323205007403631	-0.175724901736234	0.159663001078263
TNFRSF1A	0.215178627764974	-0.280980776721647	-0.101085274583395	0.193605066207405
P4HA1	0.426617742947952	-0.389826047033457	-0.264216527838781	-0.072198354334352
MT1E	0.704916098897572	-0.10007070806758	0.175616298616418	0.599268024419525
SERPING1	0.716045383495171	-0.436945743695534	-0.273967827699197	0.151029342085152
CHI3L1	0.781456867652848	-0.129661699365528	0.0597065646934852	0.541136817270693
MGST1	0.770256380610964	-0.134915274475987	0.102080813869851	0.457541486134459
C1R	0.661802394510914	0.0643843082100278	0.284713971346729	0.695144677580663
GSN	0.274544321278119	-0.732867816141828	-0.548390154145682	-0.344659453552291
C8orf4	0.581453534819619	0.198491314961483	0.397867221868717	0.730236374603548
HERPUD1	0.133848308080849	-0.587139783020323	-0.702414462083552	-0.669751700599164
SPP1	0.407668911192629	-0.747947896232746	-0.627864598544377	-0.522740668258601
MT2A	0.781059415274538	-0.220647350932309	0.0581601926003705	0.498321173449195
C1S	0.649689277808506	0.0809102977116715	0.284535156263448	0.700048286732042
EFEMP1	0.568225520344622	0.182999306854812	0.353811926063857	0.710083170296043
MT1X	0.790842543715926	-0.220069922802911	0.00815308704576901	0.388640451228937
ATF3	0.203988436041399	-0.3271627637175	-0.240801499413053	-0.243570015843549
ADM	0.796708805921238	-0.264480417261931	-0.118086132700959	0.164557519773656
APOE	0.0555810083607833	-0.443395518639412	-0.361165183436209	-0.356917174607984
TRAM1	0.279247447227999	-0.326306376368972	-0.197355617864417	-0.0860574326769761
TUBA1C	0.516206029304309	-0.0589702027038443	0.0131684986697036	0.344766127996682
MGP	0.686688685740656	-0.0762152836018104	0.10696769031067	0.461587460356589
