	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	1.0	0.2	0.2	0.1	0.2	0.2	0.0	0.2	0.2	0.1	0.3	0.1	0.0	0.2	0.2	0.1
FAO	0.2	1.0	1.0	0.9	1.0	1.0	0.8	1.0	1.0	0.9	0.7	0.9	0.8	1.0	1.0	0.9
G2M	0.2	1.0	1.0	0.9	1.0	1.0	0.8	1.0	1.0	0.9	0.7	0.9	0.8	1.0	1.0	0.9
GLYC	0.1	0.9	0.9	1.0	0.9	0.9	0.9	0.9	0.9	0.8	0.9	1.0	0.9	0.9	0.9	1.0
KEGG_CC	0.2	1.0	1.0	0.9	1.0	1.0	0.8	1.0	1.0	0.9	0.7	0.9	0.8	1.0	1.0	0.9
NefAC	0.2	1.0	1.0	0.9	1.0	1.0	0.8	1.0	1.0	0.9	0.7	0.9	0.8	1.0	1.0	0.9
NefMES	0.0	0.8	0.8	0.9	0.8	0.8	1.0	0.8	0.8	0.9	0.7	0.9	1.0	0.8	0.8	0.9
NefNPC	0.2	1.0	1.0	0.9	1.0	1.0	0.8	1.0	1.0	0.9	0.7	0.9	0.8	1.0	1.0	0.9
NefOPC	0.2	1.0	1.0	0.9	1.0	1.0	0.8	1.0	1.0	0.9	0.7	0.9	0.8	1.0	1.0	0.9
OXPHOS	0.1	0.9	0.9	0.8	0.9	0.9	0.9	0.9	0.9	1.0	0.5	0.8	0.9	0.9	0.9	0.8
PD-L1	0.3	0.7	0.7	0.9	0.7	0.7	0.7	0.7	0.7	0.5	1.0	0.9	0.7	0.7	0.7	0.9
VerCL	0.1	0.9	0.9	1.0	0.9	0.9	0.9	0.9	0.9	0.8	0.9	1.0	0.9	0.9	0.9	1.0
VerMES	0.0	0.8	0.8	0.9	0.8	0.8	1.0	0.8	0.8	0.9	0.7	0.9	1.0	0.8	0.8	0.9
VerNL	0.2	1.0	1.0	0.9	1.0	1.0	0.8	1.0	1.0	0.9	0.7	0.9	0.8	1.0	1.0	0.9
VerPN	0.2	1.0	1.0	0.9	1.0	1.0	0.8	1.0	1.0	0.9	0.7	0.9	0.8	1.0	1.0	0.9
WP_CC	0.1	0.9	0.9	1.0	0.9	0.9	0.9	0.9	0.9	0.8	0.9	1.0	0.9	0.9	0.9	1.0
