source	target	ligand.complex	receptor.complex	aggregate_rank	mean_rank	natmi.edge_specificity	natmi.rank	connectome.weight_sc	connectome.rank	logfc.logfc_comb	logfc.rank	sca.LRscore	sca.rank	cellphonedb.pvalue	cellphonedb.rank
TCells	TCells	CD48	CD2	3.35251816821832e-05	34.2	1	4	2.39008152385558	1	1.89778475546248	2	0.801618760908207	123	0	41
Myeloid	Myeloid	APOE	TREM2	7.34772094675544e-05	30.6	0.721566560795307	19	0.0741410018764713	90	2.16753775227408	1	0.91203071442061	2	0	41
Myeloid	TCells	SPP1	CD44	0.000154272067354115	21.8	0.665307276607122	26	0.867270179264533	27	1.74729326323999	4	0.885881214581101	11	0	41
Myeloid	Myeloid	C3	C3AR1	0.000295275211328212	42	0.662535425983418	27	0.0468096384276135	111	1.54056042466656	7	0.866509040333237	24	0	41
TCells	Myeloid	B2M	LILRB1	0.000372784275147752	45.8	0.545406237389927	69	0.459163503789175	52	1.08714813047257	47	0.870751164045612	20	0	41
TCells	TCells	HLA-B	CD3D	0.000462599079913968	47.1	0.562561703469278	59.5	1.0579976560288	13	0.983596513376325	59	0.837574475383388	63	0	41
TCells	TCells	HLA-B	CD3G	0.000496107169399726	32.5	0.562561703469278	59.5	1.29943336176138	5	1.25632080892517	30	0.864550378403531	27	0	41
TCells	TCells	HLA-A	CD3G	0.000608442214045169	29.9	0.652142941349037	32.5	1.3919974402861	3	1.56536389789634	6	0.836810161355962	67	0	41
Myeloid	TCells	C3	IFITM1	0.000694011468031985	33.6	0.781090888712005	14	0.85085812206002	28	1.49252955492337	8	0.823002662035516	77	0	41
TCells	TCells	B2M	CD3D	0.000740262985660736	35.6	0.545406237389927	69	1.24994835068667	6	1.1741033204846	39	0.870296242597832	23	0	41
TCells	TCells	B2M	CD3G	0.000788948177919753	27	0.545406237389927	69	1.49138405641925	2	1.44682761603345	14	0.89253493194107	9	0	41
TCells	TCells	HLA-B	CD8B	0.00143173635982619	53.7	0.562561703469278	59.5	0.902653529478285	25	1.02123786023168	54	0.816146480677558	89	0	41
TCells	TCells	CLEC2D	KLRB1	0.00151399893005287	30.6	0.770877236636062	15	1.38799412657054	4	1.84574395271374	3	0.815377097341246	90	0	41
Myeloid	TCells	LGALS9	CD44	0.00168102711335792	54.2	0.818126011827577	11	0.842033473473983	30	1.46391610306535	10	0.765768603100441	179	0	41
Myeloid	Myeloid	APOE	SORL1	0.00168986557086897	46.8	0.505796573681636	89	0.0719692340416383	92	1.45975846267064	11	0.932668040327552	1	0	41
Myeloid	Myeloid	COPA	CD74	0.00198395148346341	57.6	0.509040680601239	87	0.0675542984967955	95	1.14663734255112	43	0.870344631109816	22	0	41
Myeloid	Myeloid	APOE	LRP1	0.00246387988630555	45.2	0.562732937951507	57	0.0585827792461345	102	1.48138686427438	9	0.875619981573723	17	0	41
Myeloid	Myeloid	C3	ITGAX	0.00261112042434751	50.2	0.643559004258096	37	0.0434175333986103	114	1.45269921647682	12	0.846473290422921	47	0	41
Myeloid	TCells	CD14	ITGA4	0.00283509254831174	65.8	0.852324280994212	7	0.952561943503646	21	1.23176261912806	31	0.739685737069208	229	0	41
Myeloid	Myeloid	PDGFB	LRP1	0.00291486886943703	66.4	0.722754037012848	17	0.0336435151476654	125	1.42570292872047	18	0.798419385918015	131	0	41
Myeloid	Myeloid	APOE	ABCA1	0.00297234450732144	51.6	0.586025402235706	54	0.0566781994222132	103	1.44510661631643	15	0.847159971832132	45	0	41
Myeloid	Myeloid	HLA-DPA1	CD4	0.00343117087953359	65.8	0.486401188852995	102	0.0518129835870925	106	1.21644411017446	32	0.846104736125279	48	0	41
Myeloid	Myeloid	C3	CD81	0.00359231014133217	45	0.590066286743314	51	0.0494098454579508	110	1.44820144219641	13	0.88994341539131	10	0	41
TCells	Myeloid	HLA-A	LILRB1	0.00376731381762917	54.5	0.652142941349037	32.5	0.359776887656026	56	1.20568441233546	35	0.806183569230227	108	0	41
Myeloid	Myeloid	C1QB	LRP1	0.00376731381762917	52.4	0.551195291349509	66	0.0509970238586507	108	1.33175878078004	22	0.866072955587523	25	0	41
Myeloid	TCells	CD58	CD2	0.00387495686321175	81.2	1	2	1.14890937970235	10	1.35766748320445	21	0.67357355107793	332	0	41
TCells	Myeloid	HLA-B	LILRB1	0.00394498640361788	72.2	0.562561703469278	59.5	0.267212809131303	62	0.896641323364289	68	0.838122817664065	62	0.00600000000000001	109.5
Myeloid	TCells	CD59	CD2	0.003971385159338	77	1	2	1.14989981359242	9	1.35799122649182	20	0.684736619805559	313	0	41
Myeloid	Myeloid	HLA-DRB1	CD4	0.00432043937051986	69.6	0.465297341256602	111	0.0511178078305932	107	1.04236463886132	50	0.850888787302198	39	0	41
Myeloid	Myeloid	C1QB	CD33	0.00472394941515009	59.6	0.762631909504935	16	0.0505916571604532	109	1.36621036671559	19	0.805864782129026	113	0	41
Myeloid	TCells	APOE	SCARB1	0.00472394941515009	65.4	0.571001631978042	56	0.223008359408811	66	1.43870505683617	17	0.823172098428536	76	0.00700000000000001	112
Myeloid	Myeloid	C3	LRP1	0.00482142710696074	57.8	0.573080871930772	55	0.0409033308968303	116	1.27202087608369	27	0.844757298653928	50	0	41
Myeloid	Myeloid	HLA-DPB1	CD4	0.00515706045797416	75	0.46943852806997	107	0.0411342795194359	115	1.14150989346856	44	0.836574014779135	68	0	41
TCells	TCells	HLA-A	CD3D	0.00538521401268757	44.3	0.652142941349037	32.5	1.15056173455352	8	1.29263960234749	24	0.805552136762483	116	0	41
Myeloid	Myeloid	PSAP	LRP1	0.00562137204736121	64.8	0.544426318404345	71	0.0394172363050021	117	1.12036345930302	46	0.845998722834736	49	0	41
Myeloid	TCells	HLA-C	CD3G	0.00562137204736121	67.3	0.486525807826192	99.5	1.04319142557659	15	0.659773880650821	117	0.837422665911746	64	0	41
Myeloid	Myeloid	A2M	LRP1	0.00586574335893134	69.6	0.548293563716122	67	0.037132701379964	118	0.973761013721536	61	0.838205100663716	61	0	41
Myeloid	TCells	ADAM28	ITGA4	0.0061185403441487	61	0.631076555662759	41	0.950497332801121	22	0.820680366750102	82	0.804825020161617	119	0	41
TCells	TCells	HLA-C	CD3G	0.0061185403441487	64.9	0.513474192173808	81.5	1.08411082663628	12	1.01047603303612	57	0.841059172752998	55	0.011	119
Myeloid	Myeloid	SELPLG	ITGB2	0.0069296639525309	70.7	0.559950517741089	63	0.0354223816734827	122	1.19610315948383	36	0.856045033997875	36	0.002	96.5
Myeloid	TCells	TIMP2	CD44	0.00767951030912365	72.4	0.654647353278634	29	0.834966922605743	31	1.18655574581339	38	0.74308671435506	223	0	41
Myeloid	TCells	PKM	CD44	0.00817092269447579	91.8	0.596521448984263	50	0.831546921632207	33	1.03355630551993	52	0.706138666928188	283	0	41
TCells	Myeloid	ANXA1	FPR1	0.00854805735705359	72.4	0.72243917386944	18	0.888351552336899	26	1.27497544620252	26	0.728549896193138	251	0	41
Myeloid	Myeloid	CD14	ITGB2	0.00880973549527489	66.4	0.623925684324063	44	0.0312580324796977	128	1.20798847689571	34	0.818366652969765	85	0	41
Myeloid	TCells	HLA-E	CD8B	0.00951984292259178	78	0.562293955097529	62	0.65958502779686	46	0.697646473461353	111	0.798539486577312	130	0	41
TCells	TCells	VIM	CD44	0.0106031366063998	87.4	0.71837207233033	20	1.04641384206435	14	1.26537462946588	28	0.703063786345756	288	0.001	87
TCells	Myeloid	CD52	SIGLEC10	0.0106031366063998	47.2	0.660475275914239	28	1.24564215493281	7	1.66626021484974	5	0.782521023857836	155	0	41
Myeloid	Myeloid	HLA-DQB1	CD4	0.0110773789493364	71.8	0.614147406399474	45	0.035259952911429	123	1.44417407465599	16	0.796677044249571	134	0	41
Myeloid	Myeloid	HLA-DRA	CD4	0.011496929375089	70.2	0.434221885486716	135	0.0638929320774655	98	1.03841646162806	51	0.865907275688769	26	0	41
Myeloid	Myeloid	PDGFB	ITGAV	0.0117397032645907	93.9	0.668057910036857	24.5	0.0285702415263195	133	1.26029004407837	29	0.732814240744789	242	0	41
TCells	TCells	HLA-C	CD3D	0.0119290968047281	90.1	0.513474192173808	81.5	0.842675120903705	29	0.737751737487277	103	0.810430647469322	101	0.0470000000000001	136
Myeloid	Myeloid	ADAM10	TREM2	0.0119290968047281	85.8	0.493222130896755	97	0.0279529676594896	136	1.01781900771393	55	0.810895970292904	100	0	41
Myeloid	Myeloid	C3	ITGAM	0.0123741636929338	79.8	0.557148461163603	64	0.036786976887459	120	1.1945950645418	37	0.795293514342113	137	0	41
Myeloid	Myeloid	APOC2	LRP1	0.0123741636929338	100	0.470150038354527	106	0.0272393754074645	137	0.602805208912266	128	0.849589021691471	42	0.001	87
Myeloid	Myeloid	CD99	CD81	0.0128324166787862	106.2	0.464878144292287	112	0.0272082326020885	138	0.599079681305286	129	0.836940561913903	65	0.001	87
