source	target	ligand.complex	receptor.complex	aggregate_rank	mean_rank	natmi.edge_specificity	natmi.rank	connectome.weight_sc	connectome.rank	logfc.logfc_comb	logfc.rank	sca.LRscore	sca.rank	cellphonedb.pvalue	cellphonedb.rank
TCells	TCells	HLA-C	CD3D	0.000328712509883201	37.6	0.589558242103719	103.5	1.98177003802136	4	1.98084313336569	8	0.911330174662874	7	0	65.5
Myeloid	Myeloid	APOE	TREM2	0.000976404179699454	50.8	0.853837270039717	34.5	0.0674133885637269	132	2.15001878441066	5	0.892801006998019	17	0	65.5
TCells	TCells	B2M	CD3D	0.00172392726940843	45.8	0.514131862764649	142.5	1.82468285186398	6	1.8303939672958	14	0.92922761919681	1	0	65.5
Myeloid	TCells	SPP1	CD44	0.00206166548671168	37.7	0.799952253655898	55	0.814345584875039	57	2.99961698973073	1	0.90713577232581	10	0	65.5
Myeloid	TCells	HLA-E	CD8A	0.00206166548671168	68.8	0.638827383842519	89.5	0.924285360162445	47	1.16802591165935	75	0.844759834146263	67	0	65.5
Myeloid	TCells	HLA-E	KLRK1	0.00218012158424709	64.8	0.638827383842519	89.5	1.12247308771058	29	1.06202253379613	87	0.853633585779811	53	0	65.5
Myeloid	TCells	C3	IFITM1	0.00243336526360611	37.7	0.803506186564091	54	1.53036128365245	15	1.79591395103015	17	0.871181463249947	37	0	65.5
Myeloid	TCells	HLA-E	CD8B	0.00243336526360611	70.3	0.633820646785369	92	0.934121777784236	46	1.13643978075267	78	0.843890980131325	70	0	65.5
TCells	TCells	VIM	CD44	0.00245253260836041	29.7	0.862803157979817	31	2.02401596235696	2	2.08058100572437	7	0.862347697949829	43	0	65.5
TCells	Myeloid	ANXA1	FPR1	0.00301040088273051	56.5	0.711458319127771	72	1.20654194095293	28	1.5739079292128	27	0.825966339437671	90	0	65.5
TCells	TCells	CD48	CD2	0.00491719705632774	42.5	0.964569667172263	20	2.31526317800546	1	1.82759451555174	15	0.812065424783368	111	0	65.5
TCells	TCells	HLA-A	CD3D	0.00491719705632774	42.4	0.588700006363602	105.5	1.87553558106666	5	1.82461503769423	16	0.89035995464087	20	0	65.5
TCells	TCells	HLA-C	CD3G	0.00491719705632774	44.3	0.587497487601441	110	1.69333456272622	8	1.67095711877445	20	0.891248972240948	18	0	65.5
TCells	TCells	HLA-A	CD8A	0.00542484014051372	79	0.588700006363602	105.5	1.10502381439615	33	1.08615630198859	83	0.814150259032804	108	0	65.5
TCells	TCells	HLA-A	CD3G	0.00622132746472437	51.9	0.586642251756906	111	1.58710010577152	13	1.51472902310299	29	0.86622671643032	41	0	65.5
TCells	TCells	HLA-A	CD8B	0.0068023721010823	81.3	0.584086136933528	113	1.11486023201794	31	1.05457017108191	88	0.813147981678833	109	0	65.5
Myeloid	Myeloid	APOE	LRP1	0.00686612656041694	61.7	0.853837270039717	33	0.0575824233497037	136	1.74066891610968	18	0.851591381602624	56	0	65.5
Myeloid	Myeloid	C1QB	LRP1	0.00686612656041694	66.4	0.797510708917321	56.5	0.0574487669638656	137	1.73534292892112	19	0.853022724631332	54	0	65.5
TCells	TCells	HLA-C	CD8A	0.00710873662503063	64.6	0.589558242103719	103.5	1.21125827135085	27	1.24238439766005	65	0.847195080967434	62	0	65.5
TCells	TCells	HLA-B	CD3D	0.00739641140809623	47.8	0.521826911363532	134.5	1.75996160308972	7	1.60169761333252	23	0.908741563028047	9	0	65.5
TCells	TCells	HLA-C	CD8B	0.00809463883379855	67.1	0.584937646348518	112	1.22109468897264	26	1.21079826675337	69	0.846337377381678	63	0	65.5
Myeloid	TCells	LGALS9	CD44	0.00881054907211812	89.5	0.660027634749265	86	0.769723180929742	67	0.937599107706198	110	0.806606193058561	119	0	65.5
TCells	TCells	CD55	ADGRE5	0.00957623993842767	60.5	0.760832948508221	62	1.39891407091654	20	1.4567216453518	34	0.804293108957554	121	0	65.5
Myeloid	TCells	SPP1	ITGA4_ITGB1	0.0112672578315059	64.1	0.532562875877532	125	0.412893284264191	89	2.35949123057959	3	0.867812119929142	38	0	65.5
Myeloid	TCells	HLA-B	CD3D	0.0115150930884692	61.8	0.478173088636469	172.5	1.66506712576853	9	1.34666235825044	51	0.905053777506844	11	0	65.5
Myeloid	Myeloid	COPA	CD74	0.0121979478488255	64.1	0.646435575235297	88	0.0967120684306846	127	1.96049287883247	9	0.874073128869781	31	0	65.5
TCells	TCells	LGALS1	CD69	0.0126858045428643	88.7	0.550642382501126	119	0.792104477349318	61	1.19033502353637	72	0.802823535691534	126	0	65.5
TCells	TCells	B2M	CD3G	0.013100062570712	51.9	0.512334755243642	146	1.53624737656884	14	1.52050795270456	28	0.912811899882521	6	0	65.5
Myeloid	Myeloid	C3	CD81	0.0145488663218684	66.9	0.737604766862929	68	0.0513597921478037	144	1.64076671812258	21	0.871486683705064	36	0	65.5
Myeloid	Myeloid	APOE	SORL1	0.0153647809229539	68.9	0.575901088807238	115	0.0644630276121468	133	1.57798073419901	26	0.917810892577962	5	0	65.5
Myeloid	Myeloid	PSAP	LRP1	0.0165552982803764	62.5	0.95326253290137	23	0.0580363601103738	135	2.09050267641685	6	0.834228649721421	83	0	65.5
TCells	Myeloid	CD52	SIGLEC10	0.0165552982803764	62.7	0.773355370661295	60	1.38244228067892	21	1.48884859118435	32	0.798431734658279	135	0	65.5
Myeloid	TCells	ADAM10	CD44	0.0171786846201673	85.9	0.729153631200788	71	0.769076700157162	68	1.30061820854218	58	0.777424110549647	167	0	65.5
Myeloid	TCells	TIMP2	CD44	0.0184783674705089	75.7	0.750160659446472	64	0.771878125121368	65	1.38796772020479	46	0.797758066774946	138	0	65.5
TCells	TCells	HLA-B	CD3G	0.0184783674705089	60.7	0.520002906404896	138	1.47152612779458	18	1.29181159874128	61	0.888146067654858	21	0	65.5
Myeloid	Myeloid	HSPA1A	TLR4	0.020138529032737	67.7	0.826703712850182	44	0.0526722339498317	143	1.8746688599474	12	0.84201281111199	74	0	65.5
Myeloid	Myeloid	APOE	ABCA1	0.0205761316872428	71	0.853837270039717	34.5	0.0547198781733926	141	1.59570164489715	25	0.82939133124442	89	0	65.5
Myeloid	Myeloid	PSAP	SORT1	0.0213162050557183	74.7	0.95326253290137	24	0.0543149197869336	142	1.906706886197	11	0.80068575430826	131	0	65.5
Myeloid	TCells	CXCL12	CXCR4	0.0236650909904318	88.1	0.661688784704511	85	0.437675880347826	85	1.19181082445235	71	0.850391077661519	57	0.002	142.5
Myeloid	Myeloid	A2M	LRP1	0.0253428142946696	79.9	0.820049105561824	46	0.0481853078019109	147	1.38325848323401	47	0.824502792627576	94	0	65.5
Myeloid	Myeloid	C3	C3AR1	0.0258706711749554	79.7	0.676265058435835	79	0.0442824445460303	150	1.30976419559379	56	0.859530264341009	48	0	65.5
Myeloid	TCells	HLA-A	CD3D	0.0258706711749554	83	0.411299993636398	224.5	1.65872188776195	11	1.12374493388873	79	0.871593955867948	35	0	65.5
Myeloid	Myeloid	SERPINE1	LRP1	0.0266460918169366	74.7	1	6	0.0406744644070898	156	1.95968919636	10	0.79841273908682	136	0	65.5
Myeloid	TCells	B2M	CD3D	0.0266460918169366	64.8	0.485868137235351	165.5	1.66151380230641	10	1.11796600428717	81	0.927345686703647	2	0	65.5
Myeloid	Myeloid	HLA-DPB1	CD4	0.0271143694647938	85.2	0.587661655088217	107.5	0.0469334945109046	149	1.60240021090542	22	0.835466020135903	82	0	65.5
TCells	TCells	HLA-B	KLRD1	0.0271143694647938	87.5	0.514425066959918	141	1.04471296449464	34	1.11832136991334	80	0.866744485240479	40	0.002	142.5
