source	target	ligand.complex	receptor.complex	aggregate_rank	mean_rank	natmi.edge_specificity	natmi.rank	connectome.weight_sc	connectome.rank	logfc.logfc_comb	logfc.rank	sca.LRscore	sca.rank	cellphonedb.pvalue	cellphonedb.rank
Glioma	Glioma	PTN	PTPRZ1	4.8543582927271e-07	151.8	0.926626119377892	41	2.59670091853691	16	3.88422213288907	1	0.952112581165079	5	0	696
Glioma	Glioma	MDK	PTPRZ1	6.63194561137366e-06	175.8	0.867955314269901	65	2.28000081438339	37	2.86699181683064	2	0.930728660637145	79	0	696
Myeloid	Glioma	ITGB2	THY1	2.55662453345423e-05	337	0.522449209660156	279	1.06805327716938	302	1.53334675663012	105	0.889289516732429	303	0	696
Myeloid	Myeloid	APOE	TREM2	3.74156976977756e-05	474.2	0.401453494621693	484	0.224490641806019	1187	2.64174276396145	3	0.956801414772169	1	0	696
Myeloid	Glioma	GRN	EGFR	4.41608385058793e-05	249.8	0.603919574361485	190	1.27430524821159	208	1.93704425445906	32	0.921509577093735	123	0	696
Myeloid	Glioma	GNAI2	EGFR	8.80262979693207e-05	310.4	0.469133860563788	361	1.2388361851606	219	1.59748138474124	89	0.910382557592181	187	0	696
Glioma	Glioma	NCAM1	PTPRZ1	8.93277723745096e-05	191	0.84748654016148	76	2.39665710604175	27	2.58484214741447	4	0.917000061788956	152	0	696
Myeloid	Glioma	ALCAM	CHL1	9.87202720289846e-05	329.8	0.641885239112974	163	1.19848180822245	239	1.38532456546532	154	0.877224041678313	397	0	696
Myeloid	Glioma	PSAP	GPR37	0.000102507057290022	402.6	0.499559366994271	316	0.904912932591537	400	1.16424988657379	247	0.883627845890166	354	0	696
Myeloid	Glioma	S100A4	EGFR	0.000107735947417989	266	0.443123031890597	404	1.30464802601554	195	2.42951352341929	6	0.939540178172489	29	0	696
Myeloid	Glioma	FN1	ITGAV_ITGB8	0.000137177565950016	329.6	0.442434246534747	405	0.856452404891329	424	1.9313339904119	33	0.928523883331923	90	0	696
Myeloid	Glioma	TGFB1	EGFR	0.000172730352841854	357.4	0.488211362829645	328	1.23096079377631	221	1.55932586793345	98	0.872113012027248	444	0	696
Glioma	Glioma	TNC	PTPRZ1	0.000174851703438144	203	0.898205668087327	53	2.16156693563978	44	2.50809948117166	5	0.904993445775333	217	0	696
Glioma	Glioma	TNC	EGFR	0.000217123263894104	247.2	0.903899975951396	52	2.05965455058459	57	1.83338693178152	42	0.878516697068177	389	0	696
Glioma	Glioma	EFEMP1	EGFR	0.000228652291873299	247.4	0.95854517217198	28	2.05584050801011	58	1.79021141631015	47	0.876372314931478	408	0	696
Myeloid	Glioma	APOE	LRP6	0.000263141571109303	385	0.479436302007515	340	0.768145669246948	483	1.67239334034023	66	0.885513616892224	340	0	696
Glioma	TCells	CXCL14	CXCR4	0.00034576110106804	269.8	0.579273065084336	214	1.42074549158005	162	1.63870185445834	76	0.908274336576084	201	0	696
Myeloid	Glioma	PSAP	GPR37L1	0.000373338353936862	459.8	0.501170021115186	313	0.766804879036902	485	1.09146870139688	287	0.863777285459988	518	0	696
Myeloid	Glioma	ANXA1	EGFR	0.000376955946602816	367.8	0.387431945249733	519	1.20565044323996	237	1.36991487864523	159	0.903228653401458	228	0	696
TCells	TCells	B2M	CD3D	0.000414052076373697	275.6	0.365808816846234	583	2.85001694812196	8	1.60801705001146	81	0.947943151841084	10	0	696
Myeloid	Myeloid	CD14	ITGB2	0.000417052096972394	513.2	0.378437738605875	550	0.195447975856801	1239	2.1865497311099	10	0.932271574024287	71	0	696
Myeloid	Glioma	TGFB1	ITGB8	0.00042659127737736	408.4	0.460359644113673	376	1.13244326465293	272	1.33006699362283	166	0.862473542396756	532	0	696
Glioma	Glioma	LRIG1	EGFR	0.000434732385202149	273.8	0.929101782574547	40	2.0785849988117	55	1.64887086481378	72	0.864455781969962	506	0	696
Myeloid	Glioma	PSAP	SORT1	0.000447018233595346	420	0.383594769356376	527	0.698538917237962	537	1.29232374845037	185	0.916008274224726	155	0	696
Myeloid	TCells	HLA-B	CD3G	0.000451195945040249	295.4	0.381136244066669	538	2.48658827787893	18	1.64215297519481	75	0.91752204911158	150	0	696
TCells	TCells	HLA-B	CD3D	0.000452899965567975	244.2	0.452037253455232	391	2.68008391006194	12	1.64698202266964	73	0.935947967525762	49	0	696
Myeloid	TCells	C3	IFITM1	0.000459645072468185	300.4	0.714490320946443	118	1.82985138703254	86	1.51350740219132	114	0.866991129389519	488	0	696
Myeloid	TCells	HLA-B	CD8A	0.000459645072468185	330	0.380632726029106	540	2.04951523898493	60	1.48098498852398	122	0.903006040606465	232	0	696
Myeloid	TCells	HLA-B	CD8B	0.000468220303661565	338.6	0.380615871549643	542	1.95946256731278	68	1.45925636851136	128	0.897572603240867	259	0	696
Myeloid	Glioma	GRN	SORT1	0.000527131203741009	416.8	0.470617687452727	358	0.680667824680993	555	1.24297118086995	207	0.895631948576803	268	0	696
Glioma	Myeloid	THY1	ITGAM_ITGB2	0.000531897277627343	394.6	0.542035141598842	260	1.03902901003514	322	1.26299620062896	199	0.865590120198567	496	0	696
Glioma	Myeloid	THY1	ITGAX_ITGB2	0.000536697763431921	419.6	0.512685335377162	295	1.03077268246688	328	1.18505245842788	233	0.860798043359649	546	0	696
Myeloid	TCells	HLA-B	CD3D	0.000541532847164511	280.2	0.376053658422643	558	2.36861340975587	30	1.90885808592704	35	0.930205333013621	82	0	696
Glioma	Myeloid	APP	CD74	0.000551307555799486	313.2	0.412713607936823	470	0.941272732634214	381	2.4146337891856	7	0.946971305135067	12	0	696
Myeloid	TCells	HLA-B	KLRD1	0.000551307555799486	347.6	0.376017305615119	560	1.77942403804995	94	1.48256628851414	121	0.895810485891155	267	0	696
TCells	TCells	CCL5	CXCR3	0.000572491940108826	305.4	0.827520595380066	79	2.60594629311965	14	2.02826988459689	21	0.84174348162859	717	0	696
Myeloid	TCells	S100A8	CD69	0.000591827972631346	372.4	0.632447068176982	173	1.03793272543248	323	1.54077611973827	102	0.857751726415486	568	0	696
TCells	TCells	HLA-C	CD3D	0.000594246993295346	240.8	0.469810465019988	359	2.73981472064754	11	1.7176210138697	58	0.930631927266449	80	0	696
Glioma	Glioma	VCAN	EGFR	0.000628363264092208	287	0.564124920158791	229	1.55484596287599	129	1.45066575712562	132	0.899332376846334	249	0	696
Glioma	Myeloid	JAM2	ITGA4_ITGB1	0.000657042976758491	452.2	0.399305752189335	491	1.06319140457505	306	1.08001070941178	291	0.868255358270937	477	0	696
Myeloid	Glioma	ICAM1	EGFR	0.000680014299359895	341.8	0.74879720883322	100	1.22681409423425	225	1.53361681330137	104	0.856320397071408	584	0	696
Myeloid	Glioma	PSAP	AR	0.000709627248837406	497	0.47328992206955	353	0.646566828627387	589	1.04184631343386	306	0.861601773417083	541	0	696
Myeloid	Glioma	APOE	LRP4	0.000798068869146259	446	0.526082563638569	275	0.628611161475003	603	1.61098996860806	79	0.856996433663226	577	0	696
Myeloid	Myeloid	C1QA	CD93	0.000814943698476649	479.6	0.532921937578673	266	0.177904275234452	1281	2.11635910060012	14	0.918366794862565	141	0	696
