source	target	ligand.complex	receptor.complex	aggregate_rank	mean_rank	natmi.edge_specificity	natmi.rank	connectome.weight_sc	connectome.rank	logfc.logfc_comb	logfc.rank	sca.LRscore	sca.rank	cellphonedb.pvalue	cellphonedb.rank
Glioma	Glioma	PTN	PTPRZ1	1.40160866652751e-06	46.2	0.995309953723741	14	7.90426455168369	1	3.6897351309245	1	0.93720590324886	13	0	202
Glioma	Glioma	BCAN	EGFR	1.41119564613683e-05	50.6	0.992686816259692	22	7.57434623926686	2	3.22298939455932	2	0.929106577906455	25	0	202
Glioma	Glioma	CNTN1	PTPRZ1	6.5907967253755e-05	79.2	0.998361747905891	7	6.30403134403361	5	2.56442755803283	10	0.868869450816727	172	0	202
Myeloid	Glioma	GRN	EGFR	0.000131188871074479	78.2	0.907896329832531	69	4.27050523200522	35	2.47323048081137	14	0.904153927598134	71	0	202
Glioma	Glioma	MDK	PTPRZ1	0.000133085623624996	55	0.992033944195369	23	6.85897469869409	3	3.14250415103624	3	0.913896022422681	44	0	202
Glioma	Glioma	NCAM1	PTPRZ1	0.000145469445528361	55.8	0.991881539656293	24	6.76629973247956	4	3.10250480902365	4	0.913641715733023	45	0	202
TCells	Glioma	S100A4	EGFR	0.00017964793748892	63.8	0.831085683902805	86	5.25363483581668	12	2.94460431092522	5	0.935529082730117	14	0	202
Myeloid	Glioma	ST6GAL1	EGFR	0.000211280988754159	85.6	0.736157343320191	121	4.26989562986091	36	2.33630712520692	17	0.910847324999991	52	0	202
Glioma	Glioma	CALM2	EGFR	0.000320039892925484	93	0.516849572230079	228	4.78858545974882	17	2.49993228294243	13	0.945791807431866	5	0	202
Glioma	Glioma	BCAN	NRCAM	0.000345353371314674	61.6	0.983965105483585	38	5.987167356731	6	2.75137626246	6	0.910378607283866	56	0	202
Myeloid	Glioma	TGFB1	EGFR	0.000827788122487321	101.6	0.647471544875905	159	4.26734726738807	37	2.19583245805392	23	0.897304953761202	87	0	202
Myeloid	Myeloid	ADAM10	IL6R	0.00096391909849977	381.2	1	3	0.00937851546262302	599	0.744680012289309	327	0.673313133286846	775	0	202
Myeloid	TCells	C3	IFITM1	0.0010267719816886	115.4	0.759981553691423	109	2.42934277073426	146	1.97790587411279	36	0.898444699291489	84	0	202
Glioma	Glioma	MIF	EGFR	0.00112772787022593	99.4	0.493827037562718	246	4.86745370803239	16	2.65362514191581	7	0.929060002158063	26	0	202
Glioma	Glioma	VCAN	EGFR	0.00155695804810922	81	0.988960835819896	29	5.95939114429784	7	2.44096252789079	15	0.875909107111714	152	0	202
Myeloid	Glioma	TGFB1	ITGB8	0.00176519305892761	142	0.644806547812599	161	2.90410062932771	96	1.66681131275266	66	0.865661309058185	185	0	202
Myeloid	Glioma	ICAM1	EGFR	0.0021813236803715	110	0.818296572432457	92	4.26637491195513	38	2.11565275550543	25	0.861899786772976	193	0	202
Glioma	Glioma	TNC	EGFR	0.0022786703834589	101.2	0.987781769212802	33	5.88596183967038	9	2.05036183984965	29	0.851992395869002	233	0	202
Myeloid	Glioma	PSAP	GPR37L1	0.00229671245645967	131.6	0.558521732206936	195	3.09793813908675	85	1.43334528952275	98	0.901148608095004	78	0	202
Glioma	Glioma	LRIG1	EGFR	0.00243169095221384	76.8	0.95350160471345	64	5.56527105452791	10	2.39569839911113	16	0.896153212515269	92	0	202
Myeloid	Glioma	HSP90AA1	EGFR	0.0024879358686411	98.4	0.498611327750179	244	4.27899906757362	34	2.5186750775012	11	0.950845056146239	1	0	202
Glioma	Glioma	TNC	PTPRZ1	0.00270937253213835	86	0.987225262554672	35	5.91671267590559	8	2.50342754151288	12	0.86864453625913	173	0	202
Glioma	Glioma	PTN	SDC3	0.00275676037884039	78	0.959938833706502	61	5.12096038529076	13	2.28132494095133	19	0.894762652735227	95	0	202
TCells	TCells	CD48	CD2	0.00344983529699387	96.4	0.986587139861537	36	4.61786303330015	22	1.96836915646936	38	0.865834204803498	184	0	202
Glioma	Myeloid	SERPINE2	LRP1	0.00348829233509061	140.4	0.531888188939227	212	3.9775429730457	52	1.52921108575613	82	0.8758099871236	154	0	202
Glioma	Myeloid	MDK	SORL1	0.00357134319235911	119.6	0.655102550987254	152	2.58170153740215	129	1.80011507876824	48	0.905722850567583	67	0	202
Myeloid	Myeloid	APOE	TREM2	0.00401002063904357	194.4	0.561336981758105	194	0.0363414862225843	521	1.97503440990298	37	0.931048699758062	18	0	202
Myeloid	Glioma	CXCL8	SDC3	0.00419804387438333	117.2	0.720421764820728	123	1.5241618534218	220	2.59804610003843	9	0.921129296025653	32	0	202
Myeloid	Glioma	CXCL8	GRM7	0.0042943252784085	155.4	0.74542546499797	118	1.64517666921863	206	2.04324948091695	30	0.854979002154323	221	0	202
TCells	Glioma	MIF	EGFR	0.00495616994701152	137.4	0.337619532749574	398	4.57296687904064	24	2.26230150467103	20	0.915460323058513	43	0	202
Myeloid	Glioma	ADAM10	NRCAM	0.00580567263423891	153.1	0.99014801716306	26.5	2.67962984434469	115	1.68268480229685	62	0.817998030531766	360	0	202
TCells	Glioma	ANXA1	EGFR	0.00717752403223754	86.8	0.683503322300981	137	5.36695993006715	11	2.65112837441744	8	0.901375963824427	76	0	202
Myeloid	Glioma	GNAI2	EGFR	0.00777846967385841	140.6	0.381180406263822	337	4.26366205022135	40	1.83306864314441	44	0.901097338860822	80	0	202
Myeloid	TCells	ADAM28	ITGA4	0.00779704973594783	178.6	0.770652848452951	104	1.58497272339533	215	1.36211091590383	123	0.84677934925693	249	0	202
Glioma	Glioma	SLC6A8	LIFR	0.00815623734509232	115.6	0.970484075888336	51	4.59608894361824	23	1.7770376746606	51	0.845734869334043	251	0	202
Myeloid	Glioma	PTPN6	EGFR	0.00861196293774456	126	0.773856375764016	103	4.26562703400151	39	2.02789058280856	32	0.844171903252746	254	0	202
Glioma	Myeloid	APP	CD74	0.00861196293774456	130.8	0.630872867140705	169	1.17810980559933	254	2.31401106357691	18	0.939534866803571	11	0	202
