source	target	ligand.complex	receptor.complex	aggregate_rank	mean_rank	natmi.edge_specificity	natmi.rank	connectome.weight_sc	connectome.rank	logfc.logfc_comb	logfc.rank	sca.LRscore	sca.rank	cellphonedb.pvalue	cellphonedb.rank
Myeloid	TCells	B2M	CD3D	1.31124341829778e-05	198.4	0.43535112791946	453	3.09332081644937	7	2.71403363954139	9	0.936900677717373	11	0	512
Myeloid	Myeloid	C3	C3AR1	3.33786389809098e-05	191.8	0.753153706836976	136	1.18210455924376	158	2.22737024174653	46	0.900908578354373	107	0	512
TCells	TCells	B2M	CD3D	6.70972883670163e-05	201.6	0.435031831263784	456	3.09236478201997	9	2.51316004476598	19	0.936878987102422	12	0	512
TCells	TCells	LCK	CD8A_CD8B	6.79987390440112e-05	293.4	0.992391393258474	1	3.44031663758038	2	1.21954607200775	261	0.77278352252552	691	0	512
Glioma	Glioma	PTN	PTPRZ1	6.79987390440112e-05	225.6	0.67058686980348	210	0.550596433710117	403	3.3224747796167	2	0.948039385281674	1	0	512
Myeloid	Myeloid	C3	ITGAX	9.31519260868238e-05	213.8	0.685542944760119	194	1.14224324235005	163	2.12709048328194	59	0.892315389704863	141	0	512
Myeloid	Myeloid	HLA-DRB1	CD4	0.000100580622765518	224.6	0.683625518424106	197	1.12431372964615	167	2.0503852120188	71	0.882955023655565	176	0	512
Myeloid	Myeloid	HLA-DRA	CD4	0.000105790963264816	194	0.681310649227356	199	1.16615383847908	160	2.72783478776425	8	0.90566876033708	91	0	512
Myeloid	Myeloid	HLA-DPB1	CD4	0.000159386650943286	220.8	0.660250859227762	216	1.11869913184501	169	2.20981612057995	49	0.888057887838816	158	0	512
Myeloid	Myeloid	CD14	ITGB2	0.00018694226690874	215.6	0.652081084045467	223	1.15808498446357	161	2.11185975694329	63	0.89873540051349	119	0	512
Myeloid	Myeloid	HLA-DPA1	CD4	0.000191171558713252	210.8	0.651964867332643	224	1.14907501028659	162	2.39212947032066	28	0.895581104609132	128	0	512
Myeloid	TCells	B2M	CD3G	0.000213040641359556	207.8	0.434655041523184	458	2.84003802988597	16	2.41914237589437	25	0.927015956728405	28	0	512
Myeloid	Myeloid	SERPINF1	PLXDC2	0.000213481674774937	215.2	0.850312648707444	47	1.09067200080959	171	1.76912465121629	117	0.869518134747934	229	0	512
Myeloid	Myeloid	PLTP	ABCA1	0.000242953131316885	274.8	0.636943453873522	235	0.930710737989643	204	1.47252347828647	197	0.870624297863454	226	0	512
Glioma	Glioma	NCAM1	PTPRZ1	0.000271360010835417	229.2	0.64703336619514	227	0.554528212969419	400	3.21342649102599	4	0.947564934201525	3	0	512
TCells	TCells	HLA-B	CD3D	0.00031688251008455	194.4	0.473792643858954	395	3.13644751134877	6	2.40885562738902	27	0.925111362369362	32	0	512
Myeloid	Myeloid	C1QB	CD33	0.000331042103465224	199.8	0.862096397134296	37	1.050945599963	179	2.47868551778181	21	0.864961178816362	250	0	512
Myeloid	Glioma	ITGB2	THY1	0.000351387085114494	244.2	0.616490343416308	253	0.803846097243944	243	1.93426807661922	87	0.896673560942051	126	0	512
Myeloid	Myeloid	HLA-DMA	CD4	0.00038750893375756	243.2	0.7532001547675	135	1.0792848325154	173	1.65767582014976	138	0.863872312427886	258	0	512
Myeloid	Myeloid	LGALS9	HAVCR2	0.000451430993421865	255.4	0.742895881808552	150	1.07684137763058	174	1.53992538572933	175	0.862648001440447	266	0	512
Myeloid	TCells	B2M	KLRD1	0.00048766870161159	211	0.435113628154208	455	2.47681294843848	37	2.58822404931145	15	0.923566413249974	36	0	512
TCells	TCells	B2M	KLRD1	0.000527818122758309	214.6	0.434794505686391	457	2.47585691400908	38	2.38735045453603	29	0.923540513005523	37	0	512
Myeloid	Glioma	ST6GAL1	EGFR	0.000648654380257439	265.6	0.678618688912333	202	0.720853515170012	286	1.67067119677584	135	0.878774424272833	193	0	512
Myeloid	TCells	HLA-B	CD3D	0.000710125265256532	208.4	0.436245232826545	447	3.04450723100426	10	2.3788719367648	31	0.922200620250039	42	0	512
Myeloid	Myeloid	APOE	TREM2	0.00077026780293337	195.8	0.565982831478478	296	1.20223851039529	155	2.6136588092739	14	0.947712856876805	2	0	512
TCells	TCells	HLA-A	CD3D	0.000815025043328751	192.4	0.490950940083776	368	3.19528970100123	5	2.36826613832892	33	0.921792123078006	44	0	512
Myeloid	Myeloid	GRN	SORT1	0.000880138679862419	318	0.592653053213365	268	0.809276914799034	239	1.20819143932473	267	0.855604223285589	304	0	512
Myeloid	Glioma	GRN	EGFR	0.000909474071053488	264	0.616487597344899	254	0.686156087499828	306	1.71911585496327	127	0.897989092442368	121	0	512
Myeloid	Myeloid	GAS6	MERTK	0.000939586508249758	270.6	0.708051445654759	177	0.998278673121621	190	1.56347929267335	166	0.854743836107483	308	0	512
Myeloid	Myeloid	ADAM10	TREM2	0.000970491327228264	303.8	0.593173689636184	267	0.833249238726294	229	1.46384433339097	201	0.854131254614066	310	0	512
Myeloid	Myeloid	CD99	PILRA	0.00100220406422946	303.6	0.573957147757857	289	0.995514395742478	192	1.42951109672114	213	0.85382057793154	312	0	512
TCells	TCells	B2M	CD3G	0.00105435380330865	213	0.434336255393482	459	2.83908199545658	17	2.21826878111895	48	0.926991132990853	29	0	512
TCells	Glioma	S100A4	EGFR	0.00119654798271884	181	0.744966470883236	145	2.00844276876511	71	2.22774455029383	45	0.894978116763341	132	0	512
Myeloid	Myeloid	C1QA	CD33	0.00121034238060058	223.2	0.864468303695797	36	1.02610569988374	184	2.12651814393529	60	0.851339875914105	324	0	512
Glioma	TCells	VCAN	CD44	0.00126267656622173	188.8	0.744531323466402	147	1.73301490209881	89	2.12072710586467	61	0.894092609279976	135	0	512
Myeloid	Myeloid	GRN	TNFRSF1A	0.00136733083575908	304.8	0.644877271408359	229	0.91305655913781	209	1.2826097678256	242	0.848957125332075	332	0	512
Myeloid	Glioma	APOE	LRP4	0.00136733083575908	256.4	0.518351165370811	332	0.720689032812446	287	1.90342237140086	92	0.91679799889033	59	0	512
Myeloid	Glioma	TGFB1	EGFR	0.00138804759202309	322.4	0.586630689612701	273	0.652375928764975	333	1.47419793873807	196	0.856921338562777	298	0	512
Myeloid	Myeloid	GRN	TNFRSF1B	0.00140901469843016	273.6	0.517641152421834	334	1.02126181163722	186	1.56864402198146	163	0.883898171406998	173	0	512
Myeloid	TCells	B2M	CD247	0.00157627340868561	219.8	0.43414219535271	460	2.65183312164642	28	2.24918584795543	44	0.917350953078349	55	0	512
Glioma	Myeloid	APP	CD74	0.00168413654776245	207.8	0.555511619706416	304	0.920512364992665	208	2.95838099588247	5	0.938345437263109	10	0	512
Myeloid	Myeloid	HLA-DMB	CD4	0.0017804238825408	293.2	0.673301131006596	207	1.02408383879608	185	1.43001566322358	212	0.846011856098576	350	0	512
Myeloid	Glioma	TGFB1	ITGB8	0.00185804708987967	332	0.640941720404161	232	0.660815023242499	328	1.34112235813877	235	0.845394422331919	353	0	512
Myeloid	Myeloid	APOE	SORL1	0.00203375017570265	243.4	0.413780197410314	504	1.12723045408037	166	2.37996675984826	30	0.944226623133565	5	0	512
TCells	TCells	HLA-C	CD3D	0.00203727711033718	191.2	0.511450252989091	341	3.19574637568357	4	2.29817351580135	39	0.915809357197078	60	0	512
Myeloid	TCells	LGALS9	PTPRC	0.00207835245615831	229.8	0.521168234406669	329	1.43817758630436	130	2.02762054781049	74	0.901517581867014	104	0	512
Myeloid	Glioma	APOE	CHRNA4	0.00207835245615831	327.2	0.49476548239917	361	0.662298595263873	327	1.5988203706457	152	0.859188671089533	284	0	512
Myeloid	TCells	LGALS9	CD44	0.0021072984231153	224.4	0.836307874549111	68	2.03327113549176	70	1.61556450417397	147	0.85130408660166	325	0	512
Myeloid	Myeloid	LGALS9	PTPRC	0.00213138752348668	304.6	0.379533644539128	563	1.12134963997162	168	1.76536579869904	118	0.886515936509488	162	0	512
Myeloid	Myeloid	LGALS1	PTPRC	0.00223244399537098	298.8	0.331017714678472	664	1.09147789689702	170	2.15578801109435	54	0.905520238121743	94	0	512
Myeloid	Glioma	APOE	LRP8	0.00231907620759214	309.2	0.490455698557439	369	0.670257165403391	319	1.64779593326421	140	0.875651156801866	206	0	512
Myeloid	Glioma	APOE	LRP6	0.00241489297936863	268.4	0.489956666117347	372	0.713166728181315	293	1.84302751255712	98	0.913374846912689	67	0	512
Myeloid	Myeloid	TGFB1	CXCR4	0.00250054175646132	317.2	0.334184518322005	657	1.07104716618153	175	1.96437977260491	82	0.887417432155926	160	0	512
Myeloid	Myeloid	HLA-DQB1	CD4	0.00251385097318904	300.6	0.68122371022101	200	0.991310943834863	194	1.38572723105702	222	0.83872065893717	375	0	512
TCells	Glioma	ANXA1	EGFR	0.00267238358956265	182.6	0.79942206979996	100	2.18802691149528	59	2.10815871435621	64	0.882434042156431	178	0	512
TCells	TCells	HLA-B	CD3G	0.00269703288738483	210.6	0.473035093015749	398	2.88316472478538	15	2.11396436374199	62	0.913550216899063	66	0	512
Myeloid	Myeloid	ADAM10	GPNMB	0.00272149830324604	345.4	0.531057145651457	323	0.716476347878342	292	1.40792939849998	219	0.837948359380099	381	0	512
Myeloid	Myeloid	CD14	ITGB1	0.00275740147816842	327.4	0.480283143517975	382	0.751548470022309	272	1.38235399907144	224	0.865590538994038	247	0	512
Myeloid	TCells	SPP1	CD44	0.00281895376494625	167.8	0.656332831957265	218	2.12791121508655	67	3.4553449481144	1	0.922595067511116	41	0	512
Myeloid	Myeloid	LILRB4	LAIR1	0.00286739046707079	268.8	0.877481348006833	30	1.00628808252169	188	1.36025827908491	229	0.837588198282958	385	0	512
Myeloid	Myeloid	APOE	ABCA1	0.00297793816028843	251.8	0.425186110294832	483	1.0285091387243	183	2.10479217519514	65	0.934814806539912	16	0	512
Myeloid	Myeloid	CCL4	CCR1	0.00301947331716493	308.8	0.475729008927452	389	0.817547161036627	237	2.30653724828217	37	0.84054068495429	369	0	512
Myeloid	TCells	CD14	ITGA4	0.00305848408273151	230.4	0.895930692557685	19	1.85753192039549	81	1.61194350034868	150	0.83696138469004	390	0	512
Myeloid	TCells	HLA-E	KLRC1_KLRD1	0.0030978970171524	231.6	0.51355311176574	337	2.16076824588362	62	2.15222915817644	56	0.880032117967618	191	0	512
TCells	Myeloid	CD52	SIGLEC10	0.00317319858730545	178.6	0.802067532528913	96	2.80665387366041	18	1.98155144638114	81	0.880500306616719	186	0	512
