source	target	ligand.complex	receptor.complex	aggregate_rank	mean_rank	natmi.edge_specificity	natmi.rank	connectome.weight_sc	connectome.rank	logfc.logfc_comb	logfc.rank	sca.LRscore	sca.rank	cellphonedb.pvalue	cellphonedb.rank
Myeloid	Myeloid	APOE	TREM2	7.29891190401582e-05	301.6	0.699590475471901	260	0.541987611480976	487	3.47990562752756	3	0.954650372856083	1	0	757
Myeloid	TCells	B2M	CD3D	8.69090183181263e-05	315.8	0.400064561824668	768	2.49723321622534	19	2.57503407795549	30	0.94939989684612	5	0	757
TCells	TCells	LCK	CD8A_CD8B	0.000129653758331848	305.6	0.984288267342972	4	3.44621022535538	2	1.61378453194464	176	0.834777356038214	589	0	757
TCells	TCells	CD48	CD2	0.000154845508872047	204.4	0.846595127326219	125	3.60598777778641	1	2.62440524096405	24	0.915410987670773	115	0	757
Myeloid	TCells	B2M	CD3G	0.000175764069075111	316.8	0.401009274930248	761	2.54354213586758	17	2.48329492753677	38	0.947811797123401	11	0	757
Glioma	Glioma	MDK	PTPRZ1	0.000235650952729631	221.8	0.835903514614192	139	1.21886520806879	115	3.05723470809237	8	0.922198719986573	90	0	757
Glioma	Glioma	PTN	PTPRZ1	0.000291250344080835	205.4	0.813657518962908	155	1.30412653248734	108	4.22732246437763	1	0.949303212543724	6	0	757
Myeloid	Glioma	ITGB2	THY1	0.000313420019592407	373	0.639631210170621	350	0.734203478822334	290	1.64644501865372	173	0.879616204967256	295	0	757
TCells	Myeloid	CD52	SIGLEC10	0.000362396240234375	208.8	0.920635876033901	56	2.33291135105386	31	2.40355035285055	45	0.90803515122321	155	0	757
Glioma	Glioma	NCAM1	PTPRZ1	0.000431403278407175	214.4	0.806609745015912	162	1.30960675678209	107	3.37812615657127	4	0.934053055937049	42	0	757
Glioma	Glioma	CNTN1	PTPRZ1	0.000463783692506467	235.2	0.873396000200967	105	1.10922990016171	133	2.82940571299803	16	0.905034139071958	165	0	757
Myeloid	Myeloid	CD14	ITGB2	0.00049946206047621	333.6	0.659674226605317	315	0.511822579356585	520	2.68805599948742	22	0.930682851901021	54	0	757
Myeloid	Glioma	APOE	LRP8	0.000506049161201563	350.8	0.66271929700656	308	0.61637665158837	394	2.44865565553635	42	0.888393657935231	253	0	757
Myeloid	TCells	B2M	CD247	0.000586334208469256	325.4	0.399743206545792	769	2.43895389818701	27	2.28858057296675	57	0.942418786926867	17	0	757
Myeloid	Glioma	APOE	LRP6	0.000587951859302197	353.2	0.596695723401993	406	0.635257624513221	374	2.46080739867313	41	0.899410939732145	188	0	757
Myeloid	Myeloid	APOE	SORL1	0.000806418969745262	356.4	0.542724698519724	460	0.495329033894458	548	3.07334293150475	7	0.94819410919086	10	0	757
Myeloid	Myeloid	SERPINF1	PLXDC2	0.000808498064059939	348.6	0.840189861002921	131	0.466018484180011	597	2.0386817492531	99	0.906624997859573	159	0	757
Myeloid	TCells	HLA-B	CD3D	0.000826399301886388	335.6	0.387130008136911	806	2.46426674259383	24	2.24333825023837	64	0.938771546172153	27	0	757
Myeloid	TCells	C3	IFITM1	0.000859895862587941	240.6	0.845864765037021	127	1.4860626797243	92	2.53251823118384	34	0.898900934317623	193	0	757
TCells	TCells	B2M	CD3G	0.000974978695882642	308.6	0.439347317974922	662	2.69311527032062	11	1.99477250662874	109	0.950024378813343	4	0	757
TCells	Myeloid	CCL5	CCR1	0.0011759932464162	254.2	0.759438296709521	209	1.74648109070637	71	2.48694472564644	37	0.898128980786231	197	0	757
Myeloid	Myeloid	S100A9	CD68	0.00119824772531594	382.6	0.836127502746648	138	0.393084881642641	735	2.19466915631281	73	0.896199778395527	210	0	757
Myeloid	Myeloid	C3	C3AR1	0.00124369023421267	317.8	0.818252080843809	153	0.476978162670049	575	2.73060713193454	20	0.923628599512777	84	0	757
Myeloid	Glioma	ITGAV	THY1	0.00130240592660039	515.8	0.545166765130196	455	0.583824493301209	433	0.923136467457149	458	0.849451301586844	476	0	757
Myeloid	TCells	B2M	KLRD1	0.00132095075809678	342.8	0.399168057933883	771	1.90156347166427	58	2.18969713738016	75	0.931218660797185	53	0	757
TCells	TCells	B2M	CD3D	0.00135954719785738	305.2	0.438312286629913	667	2.64680635067838	13	2.08651165704745	87	0.951548590963468	2	0	757
Myeloid	TCells	HLA-B	CD3G	0.00148313694296585	336.8	0.38804417756642	801	2.51057566223607	18	2.15159909981965	78	0.936872052573815	30	0	757
TCells	TCells	HLA-B	CD3D	0.0015754784389375	298.6	0.453019370973845	621	2.70310871062812	10	2.07038199740662	91	0.943135960111555	14	0	757
Myeloid	Myeloid	HLA-DRA	CD4	0.00178150831659035	351.2	0.645146976151507	333	0.478825017756421	572	2.916457911083	11	0.923761023132443	83	0	757
Myeloid	TCells	HLA-A	CD3D	0.00178150831659035	349.8	0.37091212737631	846	2.43990120476875	26	2.10289674321662	83	0.934836288245861	37	0	757
Myeloid	TCells	LGALS9	CD44	0.00178546522866284	358.4	0.612354752571357	386	1.01698722012381	160	1.5605652193054	182	0.876803691467804	307	0	757
Glioma	Myeloid	APP	CD74	0.00180712272901161	286.8	0.584698940777114	417	0.848304161509665	239	3.11039673451902	6	0.943049157738838	15	0	757
TCells	TCells	B2M	CD247	0.00180712272901161	318	0.437960208539161	669	2.58852703264005	15	1.80005815205871	137	0.944846707001183	12	0	757
Myeloid	Myeloid	C3	ITGAX	0.00192568977143268	341	0.812468265811628	157	0.441153685763449	637	2.5831812338029	28	0.913101123289423	126	0	757
Myeloid	TCells	HLA-C	CD3D	0.00197807011362587	350.4	0.37039820382863	847	2.43483916140831	28	2.08774948102569	86	0.936153788091628	34	0	757
Myeloid	TCells	HLA-DRA	LAG3	0.00204597450057139	325.8	0.665481496327231	302	0.920582989130457	206	2.59798518160815	27	0.868761851142176	337	0	757
Myeloid	TCells	HLA-DRB1	LAG3	0.00210556200495388	357.2	0.694198446757435	266	0.907966946944145	209	2.10854584469421	82	0.849643446039543	472	0	757
TCells	TCells	HLA-A	CD3D	0.00218830775879266	296.6	0.456744493698352	611	2.76099778182163	5	2.07508433304621	89	0.940896786662472	21	0	757
Myeloid	TCells	HLA-DPB1	LAG3	0.00222890186809074	388.4	0.602787452809238	395	0.890101508682952	217	2.09664839956429	84	0.847982168835824	489	0	757
Myeloid	TCells	CD14	ITGA4	0.00240227642070284	349.4	0.618176927041803	377	0.732466049185076	291	2.08366740456937	88	0.891693954567841	234	0	757
Myeloid	Myeloid	SPP1	ITGAV_ITGB1	0.00259594763656091	496.6	0.357014772198607	897	0.361074569275348	802	3.02560661217088	9	0.941805685225622	18	0	757
Myeloid	Myeloid	CD14	TLR4	0.00264411868120372	388.8	0.856265786843384	118	0.394607113717357	732	2.1262737502407	80	0.887419584570339	257	0	757
Myeloid	TCells	HLA-E	KLRC1_KLRD1	0.0026581122839405	322.6	0.478550735977931	549	1.78658724165774	66	2.20675734397008	70	0.903605643437424	171	0	757
Myeloid	TCells	CD58	CD2	0.00270688368474875	372	0.479054717111603	548	2.49556867836064	20	1.89871152254156	127	0.858120316405127	408	0	757
Myeloid	TCells	HLA-E	CD8B	0.00270688368474875	340.4	0.477676824427461	551	1.76648542650167	69	1.9750626827553	114	0.89615675290008	211	0	757
Myeloid	TCells	HLA-DPA1	LAG3	0.002731536378777	363	0.63533031296953	358	0.906020416639149	211	2.26117662535375	62	0.855586916778157	427	0	757
