source	target	ligand.complex	receptor.complex	aggregate_rank	mean_rank	natmi.edge_specificity	natmi.rank	connectome.weight_sc	connectome.rank	logfc.logfc_comb	logfc.rank	sca.LRscore	sca.rank	cellphonedb.pvalue	cellphonedb.rank
Glioma	Glioma	PTN	PTPRZ1	6.62344831755381e-06	203.8	0.894468602626127	82	1.21598103517108	15	4.05678870039587	1	0.939243925254677	5	0	916
Myeloid	Myeloid	APOE	TREM2	6.98643186114938e-06	252.4	0.779941822698566	198	0.729762289582668	122	3.29539169743612	3	0.928921492043075	23	0	916
Myeloid	Myeloid	CD14	ITGB2	1.13034741235951e-05	248	0.748629819177936	218	0.807412978496631	82	3.02658184677525	4	0.929360408671638	20	0	916
Myeloid	Myeloid	C3	ITGAM	1.21029390121646e-05	320.2	0.788722616810588	187	0.630609633457395	221	2.18845955727118	71	0.885235851772617	206	0	916
Myeloid	Myeloid	CD14	TLR4	1.23792504284542e-05	287.8	0.885553682547094	93	0.679612250933062	166	2.31315925546208	42	0.882232478208936	222	0	916
Myeloid	Myeloid	C1QA	CD93	1.68069725696708e-05	222	0.897152363560627	75	0.784768674626314	92	3.34460512679611	2	0.92734382108659	25	0	916
TCells	Myeloid	CD52	SIGLEC10	2.06253910840102e-05	219.4	0.891485934726244	89	1.27968538144709	13	2.8815777036651	8	0.914007126390429	71	0	916
Myeloid	Myeloid	S100A9	ITGB2	2.11064038033984e-05	326	0.757550813322995	211	0.61003950248034	247	2.4480960508152	31	0.881981708300086	225	0	916
Myeloid	Myeloid	C3	C3AR1	2.11064038033984e-05	305.8	0.7240604396852	247	0.654073924520538	198	2.31167531113714	43	0.899325104353985	125	0	916
TCells	TCells	B2M	CD3D	2.31857847777492e-05	337.8	0.422544288300139	729	1.52980182554392	2	2.31743719031032	41	0.943502222933468	1	0	916
Myeloid	Myeloid	CD14	TLR1	2.3330936965873e-05	301.8	0.865655535112792	118	0.67876308741403	168	2.24002451030467	55	0.87699470742744	252	0	916
Myeloid	Myeloid	FN1	C5AR1	2.7276975666512e-05	308.4	0.707647082315107	260	0.606673265812842	253	2.52245984442179	25	0.909950981707704	88	0	916
Glioma	Glioma	MDK	PTPRZ1	2.90373820170893e-05	226	0.891531781354159	88	1.10683490851107	22	2.91892530091382	7	0.907893235341751	97	0	916
Myeloid	Myeloid	SERPINF1	PLXDC2	4.95755542400405e-05	327.6	0.846856233712689	141	0.651427712962005	202	2.08544586038622	86	0.869840214928753	293	0	916
TCells	TCells	B2M	CD3G	5.21324638234694e-05	342	0.423088891608482	727	1.5260801418393	3	2.21856484971224	62	0.94133640807248	2	0	916
Myeloid	Myeloid	HLA-DMA	CD4	6.46728311928379e-05	385.8	0.676274257068832	299	0.63009566411196	225	1.62213895497938	180	0.866522444788551	309	0	916
Myeloid	Myeloid	ALCAM	NRP1	6.46728311928379e-05	397.8	0.669801085570399	309	0.573657848435879	305	1.72781389633195	157	0.868601665197582	302	0	916
Myeloid	Myeloid	FN1	PLAUR	6.89685609107854e-05	345.6	0.677057991057026	297	0.567636720049477	313	2.23862201969366	56	0.895423765224621	146	0	916
TCells	TCells	CCL5	CXCR3	6.98769572913245e-05	320.4	0.963001724927528	19	1.34629341181481	10	2.42942199043825	33	0.814477080734037	624	0	916
Myeloid	Myeloid	C1QB	CD33	7.23377322125724e-05	316	0.878711037765464	107	0.634981125730781	217	2.55982528938423	24	0.864412472235964	316	0	916
Myeloid	Myeloid	S100A9	CD68	9.54249213068136e-05	341.8	0.878999813074518	105	0.582973691627529	287	2.19657074771364	67	0.862008667557273	334	0	916
Myeloid	Myeloid	C1QA	CD33	9.83163763500162e-05	316.8	0.892840019078416	85	0.634381797011723	218	2.48380238137392	29	0.86196981803615	336	0	916
TCells	TCells	HLA-B	CD3D	0.000114985406324566	312.6	0.470013214747197	592	1.5088654579248	4	2.34469696818852	39	0.933321844685218	12	0	916
Myeloid	Myeloid	HLA-DQB1	CD4	0.000136899455034272	424.4	0.633723279885076	354	0.580608365538672	294	1.53136369067854	199	0.857506085405536	359	0	916
Myeloid	Myeloid	C3	NRP1	0.000181906182370459	368.8	0.61695113491728	380	0.563576396090114	322	2.19403941170749	68	0.893199136805981	158	0	916
Myeloid	Myeloid	VCAN	TLR2	0.000184312315345766	375.4	0.780587133315084	197	0.534137623171294	381	2.17281405133685	73	0.865812379625826	310	0	916
Myeloid	Myeloid	HLA-DRA	CD4	0.000191044748260327	311.4	0.608637853815856	393	0.691099172861366	156	2.66711534104074	13	0.912089983143213	79	0	916
TCells	TCells	HLA-C	CD3D	0.000213380183379925	313.4	0.477528141995799	574	1.5064557059995	5	2.29261746927316	48	0.928630209614488	24	0	916
Myeloid	Myeloid	HLA-DMB	CD4	0.000220757239418251	415.6	0.689459916412394	285	0.597153294337084	270	1.4653815927725	212	0.851785399539331	395	0	916
Myeloid	TCells	MRC1	PTPRC	0.00028650663456667	294.2	0.569797426325504	433	0.914069799467797	53	2.40528191015422	36	0.924450187150571	33	0	916
Myeloid	Myeloid	GRN	TNFRSF1B	0.000287550579114664	346.2	0.55873820850629	446	0.684072517456947	162	2.0369490069635	94	0.902165437763465	113	0	916
TCells	TCells	HLA-B	CD3G	0.000302875073122715	316.2	0.470618999179275	589	1.50514377422018	6	2.24582462759044	54	0.930794395408824	16	0	916
Myeloid	Myeloid	APOE	ABCA1	0.000318327476657708	323.2	0.582059306741911	425	0.619877165262569	233	2.96417650397564	6	0.923749386751025	36	0	916
Myeloid	Myeloid	HLA-DPA1	CD4	0.000353490807087895	352.6	0.569721992663534	434	0.648777917822526	205	2.16548929644826	76	0.898215242239287	132	0	916
Myeloid	Myeloid	HLA-DRB1	CD4	0.000382792610526008	345.8	0.552699853828244	451	0.659240734007438	186	2.19711961787111	66	0.903303242092437	110	0	916
Myeloid	Myeloid	S100A8	ITGB2	0.000418949022481598	403	0.758009958795002	209	0.546606052229673	353	2.07107515125449	88	0.843266228320068	449	0	916
Myeloid	TCells	C3	IFITM1	0.000423635206512453	310.6	0.744680229150454	219	0.902234367074256	55	2.18097395515804	72	0.870287766758739	291	0	916
