source	target	ligand.complex	receptor.complex	aggregate_rank	mean_rank	natmi.edge_specificity	natmi.rank	connectome.weight_sc	connectome.rank	logfc.logfc_comb	logfc.rank	sca.LRscore	sca.rank	cellphonedb.pvalue	cellphonedb.rank
Myeloid	Myeloid	APOE	TREM2	8.89961071212461e-07	65	0.892255581516528	70	2.58446480398139	1	3.79505541050227	1	0.949835508795796	2	0	251
Myeloid	Myeloid	APOE	SORL1	7.99866465425744e-05	72	0.869837492279276	95	2.26075633999818	3	3.2695442149314	2	0.932629013240826	9	0	251
Myeloid	Myeloid	CD14	ITGB2	0.000311110618488969	69.8	0.945303735168316	21	2.30027218447553	2	2.21109430620571	29	0.900766695308319	46	0	251
Myeloid	Myeloid	HLA-DRA	CD4	0.00054404430503671	73.8	0.909824870991718	53	2.13228773993755	9	2.54788978157799	13	0.901335458242741	43	0	251
Myeloid	Myeloid	S100A9	CD68	0.000724607273454313	77	0.93818697101054	36	2.15137093993253	6	2.10980552680352	35	0.892565559618319	57	0	251
Glioma	Glioma	PTN	PTPRZ1	0.0007629218813321	143.6	0.757916946957014	154	0.263167706287647	309	3.24772990908781	3	0.957488414751633	1	0	251
Myeloid	Myeloid	HLA-DPA1	CD4	0.000829935484321318	78.4	0.923157799649589	47	2.14114634278791	7	2.29490765975636	28	0.891656324944585	59	0	251
Myeloid	Myeloid	S100A9	ITGB2	0.0011426922251435	75	0.946780049068485	18	2.17042285983847	5	2.07106145794879	37	0.889986760551014	64	0	251
Myeloid	Myeloid	SPP1	PTGER4	0.00166061830330668	77.2	0.873918712354341	93	2.04652917856356	13	3.21707944061154	4	0.91212484921264	25	0	251
Glioma	Glioma	NCAM1	PTPRZ1	0.00186422349361594	149.2	0.805191645778456	132	0.188629706143112	324	2.32244688099428	26	0.925082916771004	13	0	251
Myeloid	Myeloid	HLA-DRB5	CD4	0.0021284674031003	76.2	0.945706123982689	19	2.1853689271999	4	2.14920196277598	32	0.884816119687089	75	0	251
Myeloid	Myeloid	CCL3L1	CCR1	0.00257129231035704	89.8	0.944444784756773	23	1.83943912324512	29	2.45539670166753	17	0.851730837122084	129	0	251
Myeloid	Myeloid	HLA-DPB1	CD4	0.00273974913721563	90	0.881596425431221	80	2.03140003347041	15	2.07437561573474	36	0.887630702376433	68	0	251
Myeloid	Myeloid	HLA-DRB1	CD4	0.00287604061535774	81.6	0.941286934370974	30	2.1325627092254	8	2.03042033251941	38	0.87932577245278	81	0	251
Myeloid	Myeloid	S100A8	CD68	0.0034716930007282	84.6	0.942199656263086	28	2.04566369037633	14	1.89085305546622	45	0.877099675178202	85	0	251
Myeloid	Myeloid	CCL3	CCR1	0.00363379695641334	82.8	0.921296761388177	49	1.94274093292632	22	2.90638198424245	6	0.876421217340284	86	0	251
Myeloid	Myeloid	S100A8	ITGB2	0.00415362375905158	81.8	0.95082948746157	11	2.06471561028227	11	1.85210898661149	47	0.874201963036941	89	0	251
Myeloid	Myeloid	C3	C3AR1	0.00433846507077825	83.6	0.944172712986639	24	2.09093867449194	10	1.9651718476639	43	0.873167731200154	90	0	251
Glioma	Myeloid	THY1	ITGAM_ITGB2	0.00436386052261681	131.8	0.873931271549068	92	0.921492093337646	118	1.37569290290019	83	0.857597275427342	115	0	251
Glioma	Myeloid	THY1	ITGAX_ITGB2	0.00448179589909388	127.2	0.874315645785981	90	0.967588728744974	113	1.42105839640893	76	0.861432106465204	106	0	251
Glioma	Myeloid	APP	CD74	0.00485098201860668	92.6	0.799061088631959	133	1.3462624234929	57	2.90766591597743	5	0.921806220208501	17	0	251
Myeloid	Glioma	ITGB2	THY1	0.00513886770477885	110.6	0.873129696040648	94	1.19565745572637	81	1.70938212179341	54	0.885472381738924	73	0	251
Myeloid	Myeloid	CCL4	CCR1	0.0052545869233449	95.8	0.936890022474629	37	1.78238380513496	32	2.39040993376911	21	0.84914790201906	138	0	251
Myeloid	Myeloid	C1QA	CD33	0.00659881135253453	94.4	0.93321054883116	40	1.89785270160103	24	2.3680865931905	24	0.850064461523044	133	0	251
Myeloid	Glioma	C1QB	C1QBP	0.00832253942811865	101.8	0.671290410560436	190	1.3889495503717	51	2.76353251910876	7	0.928614891865362	10	0	251
Myeloid	Myeloid	C1QB	CD33	0.00871167890248269	88.2	0.927040601214215	44	1.90284307535008	23	2.61316450937349	12	0.858894018000521	111	0	251
Myeloid	Myeloid	C3	CD81	0.00871167890248269	112.2	0.644596860656788	204	1.66126908672094	38	1.90925467891591	44	0.912262657993324	24	0	251
Myeloid	Myeloid	LGALS9	PTPRC	0.00912936117981877	93	0.942314535013622	27	2.02817043159485	16	1.5906083180185	62	0.859956302223208	109	0	251
Myeloid	Myeloid	C1QA	CD93	0.00991382705118638	98	0.924075967544167	46	1.85657702942168	27	2.35089965354053	25	0.846834431813088	141	0	251
Myeloid	Myeloid	C3	ITGAX	0.0119092874947897	95.6	0.948577717715376	15	1.95018445160264	21	1.80928478068974	49	0.84636338710327	142	0	251
Myeloid	Myeloid	HLA-DQB1	CD4	0.0119215070621019	91.2	0.957260405057577	5	2.04749469496979	12	1.61098903581052	61	0.852891644638214	127	0	251
Myeloid	Myeloid	HLA-DMA	CD4	0.0124057895967874	93.4	0.944730587868451	22	2.01090985223047	17	1.63449310809624	59	0.856215181280289	118	0	251
Glioma	Glioma	CNTN1	PTPRZ1	0.012627452949688	163.2	0.778436205084008	143	0.162482515258818	330	1.97303968623548	42	0.896002072274158	50	0	251
Myeloid	Myeloid	S100A8	CD69	0.0141458693718823	93	0.95742608821514	4	1.85376680753355	28	1.72210041570642	52	0.851522992129658	130	0	251
Glioma	Myeloid	HMGB1	HAVCR2	0.0148816927340127	146.8	0.581521089382586	239	0.984392053261755	109	1.20664427293023	94	0.901644638861934	41	0	251
Myeloid	Myeloid	C3	ITGAM	0.0149469601995544	105.6	0.947842304318204	17	1.85799118078798	26	1.71855379367224	53	0.824615331531729	181	0	251
Glioma	Myeloid	GNAS	ADRB2	0.0151956414343714	200.6	0.654365018267368	198	0.573026347025412	195	0.850255447495969	156	0.811347672476759	203	0	251
Myeloid	Myeloid	C1QB	LRP1	0.0157765251007672	140	0.477793204158972	342	1.36232159812791	54	2.43363925923829	20	0.904181207660023	33	0	251
Myeloid	Myeloid	SERPINF1	PLXDC2	0.0159740075232928	113.2	0.875273424113879	88	1.74477620336958	34	1.53309705959623	67	0.853741065690123	126	0	251
Myeloid	Glioma	SPP1	ITGAV_ITGB1	0.0161411532281646	144	0.455850842650384	372	1.25073461481665	72	2.69638216365443	11	0.924141895648074	14	0	251
Glioma	Myeloid	MIF	CD74_CXCR4	0.0165048643863071	123.6	0.574853283043932	244	1.11195645061097	90	2.1891111901179	30	0.947790768911542	3	0	251
Myeloid	Myeloid	IL1B	ADRB2	0.0166349726596792	122.4	0.956067343429057	8	1.57034508012993	42	1.7075194410072	55	0.787855098500325	256	0	251
Glioma	Glioma	BCAN	NRCAM	0.0169716529757374	181.2	0.838884616551244	114	0.117459133106416	343	1.51656459029788	70	0.851861503134169	128	0	251
Glioma	Myeloid	MDK	SORL1	0.0174871259054602	117.6	0.814576610795948	129	1.04352162177643	102	1.74195140446082	51	0.894022706334515	55	0	251
Myeloid	Myeloid	C3	NRP1	0.0175227069467697	115.8	0.933185163205715	41	1.77785518466061	33	1.67084578288172	56	0.813275884637469	198	0	251
Myeloid	Myeloid	APOE	ABCA1	0.0175227069467697	105.6	0.720025722961834	172	1.61606222454887	39	2.72207692671162	10	0.893638667229397	56	0	251
Myeloid	Glioma	C1QB	LRP1	0.0175227069467697	147	0.464346061716831	364	1.35099722070897	56	2.31337318003079	27	0.90293739216388	37	0	251
Glioma	Myeloid	LRPAP1	SORL1	0.0175447665896847	158	0.639539443735227	206	0.99899305969976	106	1.10487033112504	105	0.854398973156313	122	0	251
Myeloid	Myeloid	SPP1	ITGAV_ITGB1	0.0184805459354626	151.8	0.430363339510821	410	1.23098221536539	75	2.72612643392956	8	0.922100390777124	15	0	251
Myeloid	Glioma	APOE	LRP6	0.0185521196049093	102.6	0.806005368956759	131	1.31491743891269	59	2.72367452663231	9	0.890415172292834	63	0	251
Myeloid	Myeloid	LILRB4	LAIR1	0.0191019410530043	99.2	0.944051879313049	25	1.95414506787951	20	1.52167081501633	68	0.850437147686879	132	0	251
Myeloid	Myeloid	IL1B	SIGIRR	0.019387629501448	133	0.941589566357467	29	1.5233394075898	45	1.66258478562539	58	0.776775783244253	282	0	251
Glioma	Myeloid	LGALS1	CD69	0.0205761316872428	151.6	0.565162579835405	255	0.953292964675457	115	1.15230863369346	101	0.903121307203725	36	0	251
Glioma	Myeloid	LGALS1	PTPRC	0.0209827620249382	141.6	0.563687225041149	256	1.13515105208743	87	1.2080191347124	93	0.914280079042459	21	0	251
Glioma	Myeloid	COPA	CD74	0.0213744355771804	135.4	0.500835692562059	312	1.31007956292382	60	2.43451760794239	19	0.903391433304046	35	0	251
Myeloid	Myeloid	TNFSF13B	HLA-DPB1	0.0214202577520364	106	0.788106335785754	136	1.73007495324841	35	2.00723584432866	39	0.886977205170935	69	0	251
