source	target	ligand.complex	receptor.complex	aggregate_rank	mean_rank	natmi.edge_specificity	natmi.rank	connectome.weight_sc	connectome.rank	logfc.logfc_comb	logfc.rank	sca.LRscore	sca.rank	cellphonedb.pvalue	cellphonedb.rank
Glioma	Glioma	PTN	PTPRZ1	1.30382050475491e-06	129.1	0.952793917266245	35	4.31804830744279	1	3.91501806444613	1	0.947228514675174	13	0	595.5
Glioma	Glioma	MDK	PTPRZ1	3.67665750504691e-06	157.3	0.850930079013638	77	3.23971435792757	6	2.73803728589923	4	0.918508536403987	104	0	595.5
Glioma	Glioma	NCAM1	PTPRZ1	5.40175468552742e-06	168.3	0.907304750768656	50	3.75374264756802	2	2.51612091950987	7	0.900858319580895	187	0	595.5
Glioma	Glioma	TNC	PTPRZ1	3.50264914911317e-05	207.1	0.938258788749709	40	3.3268770749242	4	2.23339955784167	19	0.862086656361553	377	0	595.5
Glioma	Glioma	NRXN1	NLGN1	7.85489914709848e-05	447.1	0.982108853786835	18.5	2.95599347298969	10.5	0.715533978020652	445.5	0.736009041688873	1165.5	0	595.5
Myeloid	Myeloid	APOE	TREM2	8.41852013892523e-05	380.7	0.55689462378579	280	0.188076520805471	1023	3.36344963374304	2	0.954805055358659	3	0	595.5
Glioma	Glioma	VCAN	EGFR	0.000117653040161501	237.7	0.756578009380004	124	2.51438483400772	23	1.28677437634134	172	0.883789273335367	274	0	595.5
Glioma	Glioma	NRXN1	NLGN3	0.000118575748206366	611.5	0.994330186814439	6.5	2.38564900228481	31.5	0.461924448162603	682.5	0.623730360371513	1741.5	0	595.5
Glioma	Glioma	NRXN2	NLGN1	0.000200819351257949	624.9	0.971412664192608	29.5	2.32034356687269	37.5	0.506420820014183	636.5	0.604925928419373	1825.5	0	595.5
Glioma	Glioma	APP	TSPAN12	0.000232672640060865	233.3	0.89954734817252	55	3.27231069635371	5	1.4541067404437	129	0.861117752312471	382	0	595.5
Glioma	Myeloid	THY1	ITGAM_ITGB2	0.000247734185214238	284.5	0.617305655920125	223	1.82664901948332	110	1.27324570369375	176	0.874152759539225	318	0	595.5
Glioma	Glioma	SLITRK3	PTPRD	0.00025323514641186	651.1	0.993410004919492	8	2.30411488801715	40	0.403137355802086	767	0.599199495030888	1845	0	595.5
Glioma	Myeloid	APP	CD74	0.000255623178882272	217.5	0.520166946090714	320	1.67772534501145	152	2.6756908413787	5	0.946842177237633	15	0	595.5
Glioma	Glioma	PTN	SDC2	0.000262520089013284	237.1	0.751115631926926	126	2.48973113698873	24	2.17817244352506	27	0.855311699261346	413	0	595.5
Glioma	Glioma	PTN	PTPRS	0.000270406673103079	354.7	0.955055041766118	32	2.77689823118175	18	2.07352382060593	48	0.750025720782303	1080	0	595.5
TCells	TCells	CD48	CD2	0.000278468105770862	174.7	0.734414929300114	135	2.40998293234973	28	2.37374305748311	10	0.918394952934917	105	0	595.5
Glioma	Myeloid	THY1	ITGAX_ITGB2	0.000284832212295521	288.3	0.61382253838291	226	1.82391111128998	111	1.25612533521597	182	0.871857981526319	327	0	595.5
Glioma	Glioma	NLGN1	NRXN1	0.000313972930267503	447.1	0.982108853786835	18.5	2.95599347298969	10.5	0.715533978020652	445.5	0.736009041688873	1165.5	0	595.5
Glioma	Glioma	NLGN1	NRXN2	0.000336170013226066	624.9	0.971412664192608	29.5	2.32034356687269	37.5	0.506420820014183	636.5	0.604925928419373	1825.5	0	595.5
Glioma	Glioma	NLGN4X	NRXN1	0.00035937883602644	684.5	0.99802744608126	3	2.25447032411904	45	0.387891750695198	792	0.558551436514683	1987	0	595.5
Glioma	Glioma	NLGN3	NRXN1	0.000435291499273348	611.5	0.994330186814439	6.5	2.38564900228481	31.5	0.461924448162603	682.5	0.623730360371513	1741.5	0	595.5
Glioma	Glioma	NCAM1	FGFR2	0.000435291499273348	554.1	0.911603889176254	48	2.37819593454999	33	0.699124764956476	459	0.647715582669877	1635	0	595.5
Glioma	Glioma	EFEMP1	EGFR	0.000456410273059917	221.1	0.98282685563996	16	3.53629658268467	3	1.58617969505492	104	0.860457258974108	387	0	595.5
Glioma	Glioma	TNC	EGFR	0.000456410273059917	288.1	0.945960192027527	38	3.19659238237202	7	1.35912428480469	153	0.818640169987631	647	0	595.5
Glioma	Glioma	VEGFA	EGFR	0.000468288668573158	261.1	0.69787382672649	154	2.3978147032225	30	1.53087291752467	118	0.856774035512044	408	0	595.5
Glioma	Glioma	APP	APLP1	0.000531158063384851	270.9	0.900998898014732	53	2.88156681312658	13	1.33366697818655	159	0.835633345301643	534	0	595.5
Glioma	Glioma	BCAN	EGFR	0.000629435889645836	307.9	0.978543891851659	21	3.01482132577942	8	1.31118026752376	166	0.801734087751274	749	0	595.5
TCells	TCells	HLA-C	CD3D	0.000687586590976809	216.9	0.475059201620525	377	2.13918157933926	56	2.12919262565096	37	0.945734194798738	19	0	595.5
Glioma	Glioma	APP	LRP1	0.000741867369509426	345.1	0.462161054078527	396	1.66633433133643	155	1.07588210931691	247	0.870447400570681	332	0	595.5
Glioma	Glioma	NCAM1	NCAM2	0.000802523879959527	409.9	0.890281378532027	59	2.83377586778702	16	0.855809547154057	351	0.758602112885321	1028	0	595.5
Glioma	Glioma	GSTP1	EGFR	0.000809795894131071	254.5	0.459981050595981	403	2.47092756337866	25	1.50918643439743	124	0.914380746859226	125	0	595.5
TCells	TCells	B2M	CD3D	0.000843467540624117	263.1	0.371799538887076	613	2.21796873910409	46	1.98724797114618	60	0.957852559141229	1	0	595.5
Glioma	Glioma	LRIG1	EGFR	0.000923848805588325	320.9	0.915300619021622	47	2.99446868980895	9	1.24815233093204	183	0.797187216950901	770	0	595.5
Glioma	Glioma	SLITRK3	PTPRS	0.000929728853897947	824.9	0.991379850951105	10	1.7197633305777	140	0.207247976079199	1087	0.421085014769351	2292	0	595.5
Glioma	Glioma	APP	TNFRSF21	0.000984840914392412	314.9	0.783933152899462	101	2.13639234897099	57	1.23705550919913	186	0.819834421692967	635	0	595.5
