Name,NefAC,NefMES,NefNPC,NefOPC,VerCL,VerMES,VerNL,VerPN
NCH421k_RNA_1,0.6585054356084172,0.5986568278711429,0.4707413267345918,0.5233613300590475,0.3880536665703472,-0.08727869903085715,0.23376893849500013,0.39945490804639344
NCH421k_RNA_1.1,0.6585054356084172,0.5986568278711429,0.4707413267345918,0.5233613300590475,0.3880536665703472,-0.08727869903085715,0.23376893849500013,0.39945490804639344
NCH421k_RNA_2,0.675368737082525,0.6006632430333645,0.475563133038408,0.5201012901991715,0.3875470137596049,-0.08972464972945206,0.23386244145056723,0.39665914237346434
NCH421k_RNA_2.1,0.675368737082525,0.6006632430333645,0.475563133038408,0.5201012901991715,0.3875470137596049,-0.08972464972945206,0.23386244145056723,0.39665914237346434
NCH421k_RNA_DMOG_1,0.6145848377788836,0.8062792579110262,0.4151399518625033,0.34725396005990916,0.4137346496737718,-0.03130994537463132,0.16912396834899274,0.3235768603462722
NCH421k_RNA_DMOG_2,0.6178343979416229,0.8114828621224734,0.41093877306242316,0.3547160085561856,0.40741213207906596,-0.038498181673190614,0.17476754435214906,0.32334005087556894
NCH421k_diff_RNA_1,0.7702477667731458,0.8208517212166955,0.45692391870846577,0.4889460483458003,0.4533492390647032,0.11788556836393599,0.17500306709403995,0.2945589933996868
NCH421k_diff_RNA_2,0.7659174791083895,0.8250159431963385,0.4609033562644939,0.4868371141868218,0.44346831976218304,0.11509992344436171,0.18813697392715342,0.29530847898573026
NCH644_KDM4C_sh1_RNA,0.461668278448089,0.4605533098206657,0.47654717513179823,0.7088098511768326,0.23141196435593828,-0.154630502765845,0.21861589385252425,0.4485288429500937
NCH644_KDM4C_sh1_dox_RNA,0.46626428631945893,0.4956692760705528,0.4807940448120191,0.7139222443286153,0.2325048285933158,-0.12781199982403527,0.2504932490910698,0.43523631884928343
NCH644_KDM4C_sh4_RNA,0.444831044967593,0.4605005800783347,0.47392194140249116,0.7091476695712998,0.21438634110346325,-0.1535610157771987,0.231221729554684,0.4499575147071764
NCH644_KDM4C_sh4_dox_RNA,0.48224901264054526,0.4832311788449796,0.48906915235390414,0.7215507302287348,0.24183077792627317,-0.1257267392427057,0.23418743305721051,0.43823182204528616
NCH644_KDM7A_sh1_RNA,0.4226439945796178,0.45156977718228736,0.48091439109447054,0.7295575027325512,0.243916488466392,-0.16599446394860387,0.1974182992250773,0.4592247752662091
NCH644_KDM7A_sh1_dox_RNA,0.5034129841358589,0.4903940736254143,0.4857014854501567,0.6853618119711108,0.2829368255796333,-0.1426208985718245,0.1984944709720814,0.4470884651354733
NCH644_KDM7A_sh2_RNA,0.4506493601806791,0.4394626073140415,0.47365281435211565,0.7313458610542053,0.2304587080596265,-0.17498405680366147,0.20936106333668936,0.45035400384623425
NCH644_KDM7A_sh2_dox_RNA,0.46581230244401584,0.4339671758523346,0.4561587900900716,0.7962460936436797,0.24352974240138997,-0.16871274728348568,0.21556976205237197,0.4660184207836924
