Cellname,NefMES,NefAC,NefOPC,NefNPC,VerPN,VerNL,VerCL,VerMES,OXPHOS,GLYC,FAO,G2M,KEGG_CC,WP_CC,BIOCARTA_CC,PD-L1
MGH101.P1.A04,0.193826744354023,0.0883597520528832,0.0139309726580009,0.00245017633068154,0.020575920704093,0.0824456688093052,0.0268569474240587,0.140829137062841,0.124142149240115,0.0818369593811199,0.0541012957849058,0.0485086460771728,0.0303747680890538,0.0315671756902669,0.0229522085724188,0.0990294490512709
MGH101.P1.A05,0.185438435980161,0.0440540726000137,0.0265172568354998,0.0213954728122693,0.0145204933208009,0.046472298745026,0.0113981904673072,0.123795727851739,0.130896104165371,0.0598224811715074,0.0534094012684733,0.0341463414634146,0.0408905380333952,0.0424957581366651,0.0180613856048061,0.170833593116778
MGH101.P1.A07,0.144103625945009,0.0706786523022027,0.0935365307037203,0.02944312310342,0.025002136204392,0.0522497704315886,0.017137704816093,0.12608125819135,0.113474736165537,0.0493194462036108,0.0430916760234273,0.0306325354275215,0.048860853432282,0.050778960357859,0.0272653752840143,0.0674605648731218
MGH101.P1.A09,0.1460393894159,0.0310162629520346,0.0400358583594801,0,0.0122874476629924,0.029400061218243,0.00856885240804651,0.104853877813801,0.0722978996910701,0.0454904176856299,0.0370224258792826,0.0400865866243802,0.0362820037105751,0.0377063088076508,0.0222590210651981,0.117629943678949
MGH101.P1.A10,0.142090817161843,0.0775177840298269,0.045360824742268,0.00469531698515542,0.0212879888347717,0.0522803795531068,0.00897926188477443,0.126210020464004,0.116854305322303,0.043707434940616,0.0548174673019148,0.0315739132623524,0.0391614100185529,0.0406987505784359,0.0555705318288597,0.084814098967101
MGH101.P1.A11,0.202773631241874,0.0451748667627347,0.0197579560735096,0.0072992700729927,0.0153920647127517,0.0440006121824304,0.00896060690855953,0.140796946494677,0.150551512512699,0.109336788877305,0.109610657603253,0.0805456970978378,0.0907384044526902,0.0852614530310042,0.144183001501906,0.103518506972588
MGH101.P1.B03,0.204776809361005,0.053363526155676,0.0183594800537875,0.017827852046256,0.0116266484377225,0.0567799204162841,0.025022541429593,0.149405624152123,0.164629595073708,0.0818272163060105,0.0883015203471611,0.0736640741020413,0.0979072356215213,0.0955730371741478,0.0554935109947241,0.0726354510879731
MGH101.P1.B04,0.201897240814754,0.0858665568745854,0.0404482294935007,0.0105695891085049,0.0311031359480475,0.0632843587389042,0.0344122127910954,0.150987560644731,0.135047998175447,0.0666377622105089,0.052098443237338,0.0380880465151401,0.0140185528756957,0.0145688724356008,0.0192552085339084,0.148533782239125
MGH101.P1.B06,0.202012808783166,0.0718680665157026,0.0139130434782609,0.034394734683835,0.0177846136318323,0.0341062136516682,0.0184870814289712,0.174693614770872,0.142766063320271,0.0661408653799312,0.0770187843291961,0.018626192453875,0.0432282003710575,0.0401974394570415,0,0.0456179728578257
MGH101.P1.B09,0.190417489285886,0.0731947208307601,0.037310623038996,0.0122303780857869,0.0221652567717679,0.0399295990205081,0.020103846034263,0.123262284150744,0.0846706475088636,0.0552237497198866,0.0466421873577519,0.0321629036723804,0.050278293135436,0.0522520438068795,0,0.0623688093605171
MGH101.P1.B10,0.239572398516878,0.0246574715798623,0.0259076647243389,0.0208623800541294,0.0102537810817739,0.0442454851545761,0.0183005316668221,0.169345381803132,0.117554062739732,0.0988824692849557,0.0711680271902407,0.0539505147373455,0.033038961038961,0.0343359555761222,0.0368544691339007,0.152815013404826
MGH101.P1.B11,0.238782684066066,0.0789359317459228,0.0487852980726132,0.0233535635200525,0.0189125295508274,0.0349632690541781,0.0214532226471411,0.158460371111264,0.0691412162302254,0.0732630532848778,0.0589142111492125,0.0368647587404667,0.0415658627087198,0.0431975937066173,0,0.0495251158634163
MGH101.P1.B12,0.169095199113979,0.0513277979825705,0.0238278798744957,0.0326519314360699,0.0202170383662309,0.0553642485460667,0.0331561110592917,0.149060725207514,0.0846136302378139,0.0448181455030837,0.0432434072770309,0.0411638853230638,0.0537142857142857,0.0487891408298627,0.0182539376901452,0.049483550512293
MGH101.P1.C03,0.228015601675736,0.0926370685514307,0.0163872702823846,0.0153161650127122,0.0051553732661141,0.0590143862871136,0.0205080371855859,0.13154445747396,0.146938690883457,0.0763759657823202,0.0830334112220435,0.031030229806942,0.0398664192949907,0.0414314360635508,0,0.0426876156036328
MGH101.P1.C04,0.202330620696297,0.0730346073789428,0.0488928731510533,0.0323853850569999,0.0298954683984164,0.0367768595041322,0.0387277306221435,0.159131774390104,0.0701467935560117,0.054648908288434,0.0656996328103663,0.0451055903747892,0.0452987012987013,0.047076970538331,0.0381253128971387,0.0449113618887296
MGH101.P1.C05,0.126903259979776,0.066881676159107,0.0321111609143882,0.0153161650127122,0.00500726309493292,0.038475665748393,0.0185057364051861,0.138327470051275,0.0918600070494081,0.0339741029063593,0.0384304919127242,0.00933826675728058,0.0241113172541744,0.0250578435909301,0.0370470212192398,0.124010225076376
MGH101.P1.C06,0.161226946597968,0.0508932043276379,0,0.0296174034281965,0.0209234099518642,0.0564508723599633,0.0324223486615055,0.100802464877791,0.128656880429599,0.0774233463565771,0.0555093618183473,0.0635102821616451,0.0664341372912801,0.0690421101341971,0.0500635421881619,0.100837541825135
MGH101.P1.C07,0.140010593730438,0.0345158855417553,0.0699417301658449,0.0344459936028869,0.0246147711413028,0.0328053259871442,0.0381805179865062,0.119427007886689,0.068571043519728,0.0326685308417043,0.068916335386763,0.0363261093911249,0.0381669758812616,0.0396652784204843,0.0860322717295028,0.101024585905189
MGH101.P1.C09,0.196138103722252,0.0887714723575562,0.0516360376512775,0.009769949971295,0.0148167136631633,0.044742883379247,0.0135372944066163,0.139215010002069,0.113127449150961,0.0502986252521021,0.0738506357539526,0.0345641722671097,0.0383525046382189,0.0398580903902514,0.070435552817037,0.0804081717480308
MGH101.P1.C12,0.195155775990755,0.0495208033120611,0.0281488121918422,0.0248913310916099,0.0117633655188128,0.040136210590756,0.022261604949787,0.146821181393852,0.112308473803156,0.0596178765942107,0.0683579643735017,0.0330086334919077,0.0277996289424861,0.0288909455498997,0.0301536565641006,0.0672735207930669
MGH101.P1.D04,0.216516588818799,0.055902468034493,0.00103989242492156,0.0103235462970557,0.0109829388475889,0.0268518518518519,0.0229207474427137,0.172932330827068,0.106922933383094,0.0786607168954666,0.0912451066670713,0.0484885096528984,0.0446679035250464,0.0464214098411229,0.0517580005391458,0.0650913398590935
MGH101.P1.D05,0.19635960899504,0.0649145680367803,0.0107037203047961,0.0145985401459854,0.00506992509043265,0.0591138659320478,0.01280353200883,0.134547377618358,0.170289855072464,0.0697019593324045,0.0676964161077899,0.0383045130760905,0.0445862708719852,0.0463365725744254,0.0458659067277699,0.135108173826298
MGH101.P1.D07,0.141917465209226,0.0722797868203756,0.0323263110712685,0.0184532108586894,0.0128627987125808,0.0714263850627487,0.0316885862637192,0.132050309259387,0.110629056001327,0.0657657569882206,0.0399174581980396,0.0275717989378036,0.0376178107606679,0.0390945549899738,0.0108599376131243,0.105970862688863
MGH101.P1.D08,0.141358886695238,0.0230563370616894,0.00774540564769162,0.0057307471500041,0.0050984078156598,0.0436945209672482,0.0144265149395268,0.129047389114989,0.113692438473181,0.0627551467794265,0.0882165508451431,0.0433134486143623,0.0271168831168831,0.0281813975011569,0,0.0471558908493879
MGH101.P1.D09,0.228121538980113,0.048880349504792,0.0401434334379202,0.0124764208972361,0.00966703694209462,0.043441995714723,0.0172185430463576,0.149695339265595,0.0978623706744625,0.0943080955211084,0.0664764968288168,0.0262226585114148,0.0515102040816327,0.0516273330248342,0.0522586359610275,0.0534530415445684
MGH101.P1.D10,0.17386237781095,0.0900523799720945,0.0103630658897355,0.0379726072336587,0.0138141217351676,0.0464110805019896,0.010453005005752,0.120107608470718,0.117621446787336,0.0611913832243733,0.0992201013564774,0.0306577059578645,0.0275918367346939,0.0286749961437606,0.00697038548927485,0.100297192260532
MGH101.P1.D11,0.162835267491694,0.0792561586495574,0.0414881219184222,0.0100569999179857,0.00367996809934775,0.0535430058157331,0.0195628517240307,0.130036099422869,0.120161307043188,0.0398589202724164,0.0288228689345431,0.0199400941377835,0.0436289424860853,0.0453416628104273,0.0212962606385027,0.121079867822183
MGH101.P1.D12,0.1531179274811,0.0207003819849493,0.0262841774988794,0.0152341507422291,0.0288928764704207,0.0353917967554331,0.0177097907533501,0.131434089811685,0.0774450042503784,0.0523349279499596,0.0350863350833005,0.0274459462860882,0.0470871985157699,0.0489356779268857,0.0412831670966997,0.105014859613027
MGH101.P1.E03,0.196311455674869,0.0640682540771747,0.0440699238009861,0.0195296481587796,0.0118772964197214,0.0285430058157331,0.0152846438454124,0.153746752201605,0.114215960689183,0.0415688299541101,0.061493642460474,0.0303455913816104,0.0536846011131725,0.0557920715718032,0.105980667770632,0.108319305027329
MGH101.P1.E04,0.159782346992825,0.0397767561014662,0.0287942626624832,0.022430902977118,0.0153578854424791,0.0332721150902969,0.0212417995833722,0.162838288381504,0.116522568472559,0.0494071338795951,0.0451309440718599,0.0364368597246344,0.0442448979591837,0.045981798550054,0.0261485731890476,0.100567367042833
MGH101.P1.E09,0.245957528771609,0.0532034127038587,0.0371851187808158,0.0161773148527844,0.00554843487424877,0.0381236608509336,0.0232067904113422,0.162727920719229,0.140718624950758,0.112210996034568,0.103941977968622,0.0810591759168366,0.0878589981447124,0.0784359093012494,0.0426310316940733,0.0808446079348255
MGH101.P1.E10,0.123378436943227,0.065349161691713,0.0264813984760197,0.0191605839416058,0.0171807798570167,0.0476660544842363,0.0241768491745173,0.113577521786117,0.0716862598743547,0.0609234486588657,0.0654386550541681,0.0443555085705656,0.0484601113172542,0.0435600802097794,0.0981630531058651,0.12103830247106
MGH101.P1.E12,0.204324168151394,0.0854090898693932,0.0268041237113402,0.0152546543098499,0,0.0524181205999388,0.0133507446444672,0.113361385114162,0.13101013870747,0.0616249500667401,0.0647953145388887,0.0215308716554658,0.0289647495361781,0.030101804720037,0.0415527400161744,0.0683542199222728
MGH101.P1.F04,0.156026388019454,0.0777236441821634,0.00643657552666965,0.0323853850569999,0.0182403372354667,0.0312901744719927,0.00767963187513603,0.14422754133039,0.0812288776927702,0.0437805080039362,0.0690134433890693,0.0434896423267638,0.0576846011131725,0.0599490976399815,0.0389340316555628,0.158738075939897
MGH101.P1.F06,0.187441614099292,0.0319998170131979,0.0219632451815329,0.0323956368408103,0.0236577515736706,0.0545913682277319,0.0197183098591549,0.136648961854177,0.107550123364641,0.0652591170825336,0.0398992504476072,0.028769916182134,0.0441410018552876,0.0458738238469844,0.0263796356914545,0.0670656940374504
MGH101.P1.F08,0.15790436750614,0.0510533177794552,0.0342805916629314,0.0159210202575248,0.0061066962887009,0.082499234771962,0.0336722320679041,0.13755489641535,0.135555970226618,0.0554039966094099,0.055242314812005,0.0336529990686904,0.0393692022263451,0.040914699984575,0,0.112455057464098
MGH101.P1.F09,0.149901285693649,0.0973489787049109,0.0685432541461228,0.026552120068892,0.0111538351989518,0.0563590449954086,0.0186301029132855,0.106766917293233,0.109820447430076,0.076010600465719,0.0533183625163111,0.0380175690301795,0.0427235621521336,0.0444007403979639,0.0284977086301845,0.11160296776607
