Cellname,NefMES,NefAC,NefOPC,NefNPC,VerPN,VerNL,VerCL,VerMES,OXPHOS,GLYC,FAO,G2M,KEGG_CC,WP_CC,BIOCARTA_CC,PD-L1
Lenti_Control_1_Day7_A01.genes.results,0.228220211161388,0.189456891413345,0.109029535864979,0.114003888651776,0.0459608672659968,0.0666882486241502,0.0326543929154043,0.0562360537435313,0.295438432385682,0.110109182029712,0.110466804602708,0.0586536707226362,0.106369529983793,0.10989495540349,0.207853961140109,0.0213838611205328
Lenti_Control_1_Day7_A02.genes.results,0.133250377073906,0.216366887556537,0.160886075949367,0.114604574698471,0.086104706504495,0.0572387001707951,0.0367606618503845,0.0158911022035933,0.290327130729799,0.0869088956506175,0.113847145086936,0.184953615988099,0.167698541329011,0.167451803395809,0.190145656273058,0.0123801301224137
Lenti_Control_1_Day7_A03.genes.results,0.136161387631976,0.111496791837593,0.111448663853727,0.0859692385513982,0.0591560021152829,0.0452607137674284,0.0428757865299464,0.0155553746922498,0.1698607662127,0.0689493466976911,0.0636320737594831,0.0646148232355129,0.093290113452188,0.0963820452997846,0.238105648621321,0
Lenti_Control_1_Day7_A04.genes.results,0.124585218702866,0.225395322744644,0.150084388185654,0.0991211014685193,0.0458085668958223,0.0334222658822741,0.0488510836634817,0.0675219240238468,0.187050626756198,0.0890782172901378,0.0801254129006498,0.0443911133566306,0.0562236628849271,0.0569652046750985,0.0903451479791217,0.0107458912768647
Lenti_Control_1_Day7_A05.genes.results,0.110867269984917,0.19785421268539,0.145189873417722,0.10350769036215,0.0611062929666843,0.0632276933724785,0.0194267070612911,0.00624656642317944,0.29133677056306,0.0719813853588688,0.0874850266797343,0.0608430522223626,0.0761264181523501,0.0786494904053315,0.139343590304157,0.004871881841448
Lenti_Control_1_Day7_A06.genes.results,0.267767722473605,0.162494302443813,0.110168776371308,0.0398981995226127,0.0246049709148599,0.0524329936035543,0.0356513633185738,0.0679085193399394,0.2354613719966,0.104399498836585,0.0838823550764093,0.0942591890867753,0.0977039438141545,0.096376463759056,0.0826934113081737,0.0210755141685424
Lenti_Control_1_Day7_A07.genes.results,0.166779788838612,0.246099365379896,0.166933895921238,0.0994372520194116,0.0434563722897938,0.0743628671258414,0.0318666977394547,0.021862982481128,0.313385522804126,0.113810631823877,0.115480598206831,0.0430192412951034,0.077720151269584,0.0802960449202398,0.167955619927309,0.0203354814837655
Lenti_Control_1_Day7_A08.genes.results,0.166493212669683,0.187160337996564,0.122883263009845,0.125859534310239,0.0570830248545743,0.0623569730188321,0.0493964110929853,0.0205166812487707,0.314940813576686,0.0974906031859674,0.125240480598207,0.0529626822730271,0.0950837385197191,0.0979448767037653,0.156259393873145,0.0189170855046098
Lenti_Control_1_Day7_A09.genes.results,0.168981900452489,0.271063426948564,0.195021097046413,0.139058819809994,0.0517398202009519,0.0791127582857972,0.0371987881612678,0.0335286657035696,0.298222365749453,0.113087524610703,0.137945115975172,0.0398263932746691,0.100432198811453,0.100512385438877,0.199464378433034,0.0168665782738738
Lenti_Control_1_Day7_A10.genes.results,0.130723981900452,0.306055187405771,0.233403656821378,0.13671930573339,0.0688016922263353,0.0912693539924761,0.0399953390817991,0.0335184921426198,0.237198546415593,0.0732915697154108,0.0783966750154271,0.0466296155951328,0.100497028633171,0.103827820631607,0.231683655343918,0
Lenti_Control_1_Day7_A11.genes.results,0.133612368024133,0.195347287963255,0.159338959212377,0.114738938682601,0.0485330512956108,0.0812058360589857,0.0276905150314612,0.0250473070584166,0.293808903390088,0.122684804009307,0.111687357072852,0.0517627327972156,0.0822042139384117,0.084928723724897,0.176727789467931,0
Lenti_Control_1_Day7_A12.genes.results,0.172873303167421,0.166947161740472,0.069690576652602,0.0648503817517902,0.0403807509254363,0.0495082662618189,0.0585411326031228,0.0525769629885853,0.222358325631118,0.0766243064256309,0.0956477549094341,0.0768529044391113,0.0631064289573204,0.06519797724964,0.0856447954526822,0.00527273287903549
Lenti_Control_1_Day7_B01.genes.results,0.183755656108597,0.182164019494408,0.102348804500703,0.109925546545265,0.0570026441036489,0.062189526796977,0.0397669540899557,0.0487211833886097,0.204719323838265,0.0970860927152318,0.113080329594541,0.0606886727576383,0.0703727714748784,0.0727051495294761,0.115541223731315,0.0119021923468287
Lenti_Control_1_Day7_B02.genes.results,0.136696832579186,0.28547386136531,0.251434599156118,0.187089992254311,0.0815399259650978,0.0825900581596544,0.0309718014448846,0.0299577458101885,0.279217380652777,0.0644388759620548,0.103488329884932,0.0393246600143152,0.0847487844408428,0.0875576294080218,0.196676960074331,0.0456199315469767
Lenti_Control_1_Day7_B03.genes.results,0.157503770739065,0.268223414326286,0.250239099859353,0.11278670903084,0.0520063458487573,0.069317154307275,0.0364670240037287,0.0120285402296512,0.236422756984889,0.0791229640236263,0.0717448909216306,0.0903260213605041,0.0932955159373312,0.0963876268405131,0.128849780012571,0.0152477567759243
Lenti_Control_1_Day7_B04.genes.results,0.121681749622926,0.393534588548789,0.275485232067511,0.137051263811827,0.0794542570068747,0.0887185898795503,0.0412864134234444,0.03057155065416,0.282012449750003,0.0840522641847145,0.103093578714291,0.0508820681234474,0.0932306861156132,0.0937977919424878,0.169185363320854,0.0347507014893158
Lenti_Control_1_Day7_B05.genes.results,0.134547511312217,0.282125451421759,0.195654008438819,0.160106542735651,0.0725415124272872,0.0852357084649647,0.0296900489396411,0.0321789732842289,0.252558434761306,0.061077501342402,0.0797941849068932,0.0499768430802914,0.107428417071853,0.110988937386276,0.224879075232968,0.060543924023311
Lenti_Control_1_Day7_B06.genes.results,0.0780542986425339,0.132393674836086,0.158016877637131,0.126436509065617,0.0854405076679006,0.0405778010962146,0.0375343742717315,0.00973609782896209,0.118517611162459,0.0694970467155898,0.048744963519547,0.0918452556383591,0.0602539168017288,0.0622509237449906,0.115185964528735,0
