""	VerPN	VerNL	VerCL	VerMES
SON	0.373220800031856	-0.44438438581225	0.576246822734441	-0.202052742209531
UBE3A	0.393544534847692	-0.465317437132282	0.595521201746886	-0.213290434053227
EWSR1	0.395005437800213	-0.439680429042582	0.60130368371627	-0.228064280203856
RAB10	0.344283471988293	-0.419991744828698	0.553866946042799	-0.184016958357285
TROVE2	0.389024139576479	-0.424296075276049	0.595243027606104	-0.215581995979816
PRKAR1A	0.388835841866924	-0.426902257062465	0.574808301830491	-0.231443646647498
DDX6	0.351219917417481	-0.416281514484149	0.558914125921548	-0.170357782825592
HP1BP3	0.424631188511718	-0.449418594556785	0.609199084035128	-0.247401133532354
HNRNPK	0.361896879785407	-0.395835832055413	0.54426118649196	-0.221858210669205
ROCK2	0.37011972071965	-0.436268592994921	0.591676331640377	-0.208687071320642
TMX3	0.387128462655379	-0.461742496165574	0.604727588887239	-0.212676311437438
LRRC58	0.361432043609491	-0.437204413460653	0.568136032983043	-0.202142158011175
SAR1B	0.298532787556059	-0.406134397532093	0.529775290671512	-0.153881398521609
CUL3	0.312221234834026	-0.411124866596592	0.517717270776468	-0.169587473966709
PBRM1	0.446194477063016	-0.455539075857959	0.624981565393491	-0.266965408695289
SS18	0.397218337750949	-0.452730336017506	0.591808659883814	-0.209908501323437
SENP6	0.405096882748387	-0.48534634705852	0.600304007148231	-0.217640580485468
CCDC88A	0.449085609740246	-0.463626648920405	0.635102988659751	-0.254672277621025
CAPRIN1	0.380009378506259	-0.427919813293922	0.580608973410662	-0.20277546667103
USP22	0.432881337361006	-0.436798075311226	0.60863106996184	-0.263607127159457
IPO7	0.373245513459964	-0.389802754911768	0.571417758379771	-0.230148104556798
USP9X	0.423360435130805	-0.442701315261518	0.614530961873721	-0.255729145699558
ADAR	0.437089482369212	-0.458645213561584	0.616400083036753	-0.249221673846982
CHD4	0.399140250951186	-0.460771518510215	0.610618089883783	-0.194822480093247
PRRC2C	0.407053812121959	-0.45735773659671	0.599718517888145	-0.213786338300485
XIAP	0.37566976069261	-0.446260407291939	0.569342460093538	-0.193679890537087
ARID1A	0.445200412553505	-0.468092317027003	0.633753958760811	-0.252475442674375
SRSF11	0.4456888153191	-0.480817245605502	0.62165815899716	-0.257911851971917
CSNK1A1	0.315057620076757	-0.430020991192319	0.528410299036595	-0.140391513272906
SRRM2	0.43664300500847	-0.497173742666837	0.614302411999267	-0.242104657332296
ATRX	0.486203684107529	-0.474502017914616	0.653125414832997	-0.290891138870088
CTNNB1	0.30305519449468	-0.405945723747863	0.507740537168728	-0.132582031912521
SPCS3	0.357959501450159	-0.401154532026392	0.562056623243151	-0.219020170797625
COPA	0.448330031222019	-0.486167258036013	0.629277650651309	-0.264753589645629
SMAD5	0.360599965327879	-0.432856907352349	0.555006677913742	-0.188264895158399
BBX	0.354319812289999	-0.428033096527132	0.560141374731213	-0.180181488602483
NEMF	0.43665587403969	-0.461120176307888	0.629804444340461	-0.258153468282855
MRPL42	0.353020594755298	-0.421460610331287	0.545787130331475	-0.214400338712172
RFC1	0.421356344376931	-0.418495768808759	0.599041836165917	-0.258702014297271
SCAF11	0.33438425408134	-0.477816053052949	0.546901782160257	-0.14646344030446
DCTN5	0.341474244255567	-0.433241765774957	0.562644283976152	-0.178035640967451
EXOC7	0.353824932707376	-0.454675948051959	0.579092834100372	-0.172523596730882
TAOK1	0.373072199852502	-0.472303217712934	0.588025484048931	-0.176521475737681
TIMP2	0.395020600508291	-0.414100010867739	0.598366207279042	-0.225089804152182
HNRNPDL	0.366290342603317	-0.414028455646496	0.556004493219282	-0.227957925033566
RTN4	0.413780160511131	-0.422100668589195	0.583719970274515	-0.241885761584075
SF3B1	0.441161933830544	-0.474923387172656	0.618132711616515	-0.244264577239727
NR3C1	0.353785441984105	-0.442452686248559	0.551481305735622	-0.190834612422523
TRIP11	0.358963483291984	-0.460100495604544	0.570378431280311	-0.171482558783758
BCLAF1	0.381308144825841	-0.468255092934917	0.574996336344483	-0.196683507567009
