""	VerPN	VerNL	VerCL	VerMES
BEX3	0.375338345143587	0.447607031450148	-0.0640578600366969	-0.450407978821004
SMAP1	0.377527840830738	0.396071621072566	-0.107397026378325	-0.458960929122979
YY1	0.266077309161893	0.297300651084824	-0.065884884644067	-0.352361601719876
PNKD	0.323895773525689	0.392697304654038	-0.0194046885983237	-0.391880526862365
CXXC5	0.285425177427139	0.309315578974801	0.0253262077257741	-0.307342720256561
YWHAZ	0.338656421623876	0.345140482534097	-0.0283359332850285	-0.395901014854069
WNK1	0.335558200849394	0.268199496461204	0.0464462056931717	-0.377063543108773
AP2B1	0.314092723535532	0.332489663553711	-0.0136465147277135	-0.351507073136297
SYT11	0.406646160614308	0.382348256308442	0.0777664661531926	-0.396473679564671
ORMDL1	0.417501169008992	0.378969083480389	-0.0152962713472766	-0.46941108187544
ZC3H13	0.390998797166338	0.372044507381056	-0.00516060491360965	-0.43743872432191
C5orf24	0.369279774138491	0.33009600053008	0.0665314230452044	-0.393104107996546
PAFAH1B1	0.380032619278934	0.35487174167512	0.0209615850797935	-0.41976442832316
RTN4	0.316048402607393	0.361283257839146	0.049062987099343	-0.352003703671598
BRD2	0.304382569312137	0.262589667894832	0.0387633035717657	-0.335418397924138
ANKRD11	0.40922056777621	0.318719828112477	-0.00724423572411431	-0.457450173818579
BRD4	0.326705294945215	0.279059957137648	-0.0134453975426541	-0.372713894655262
WAC	0.416915148614296	0.366313199710047	-0.0278179074978072	-0.454146822171563
ERGIC3	0.290407332548542	0.390005748381376	-0.063472670358756	-0.350413861079999
NFIC	0.403602838351024	0.376726013961299	0.0744824465499703	-0.424345282219308
TGOLN2	0.312288904581966	0.294263795626598	0.0200890713559876	-0.341482858780342
VMA21	0.367235378287732	0.394916219354228	-0.0212491475399053	-0.425600816370346
SCAF11	0.319542793315016	0.298440232597758	0.00694424475361586	-0.366583891661395
TSR3	0.349150294647556	0.364029199728726	-0.03054593105669	-0.390588254460936
NCOR1	0.410265842553001	0.366930325001018	0.0269376565472536	-0.428627509142131
APPL1	0.257354506828132	0.303569557595905	-0.0853797531859893	-0.338211153141101
C11orf58	0.321401596881774	0.398440171515142	-0.141448841831854	-0.431346730295996
MRPL57	0.242262424140203	0.328537550039481	-0.0884786301736756	-0.330470573394987
SRP14	0.334225838205904	0.372739659453933	0.0505137576073717	-0.358854093153
RTF1	0.457299755248745	0.418007741137749	-0.0297647017364803	-0.504239740017173
ATRX	0.456404036950619	0.375712356650015	-0.0129297353873631	-0.476902137990486
PRRC2C	0.425702220163478	0.380973034652773	-5.63178158444819e-05	-0.464953185478817
DHX36	0.481237555252462	0.424080936785406	-0.000429453287199491	-0.503789623259422
CFAP97	0.337848540158861	0.351259963403754	0.00139844442915276	-0.389299144093072
SEC62	0.336951338174704	0.38902429946736	0.0151049567050123	-0.370369187242801
LINC01578	0.332650200918422	0.29512411043259	0.0271345941858309	-0.373261439587574
GDI1	0.45167879187489	0.430536455283607	0.0308769882019323	-0.468735951457519
TCF25	0.331040308167344	0.310846451574978	0.0645582981059002	-0.337683456416869
UBE2R2	0.363884544583454	0.359655974449449	-0.0629676424417656	-0.428018772781135
MTDH	0.369648923424369	0.382660473127452	-0.0826685964729283	-0.447918184639457
UBXN4	0.361706951104824	0.365038165997645	0.0560710275179954	-0.392748621272033
SON	0.381117193315322	0.377541591600442	0.054929122704419	-0.407001571176132
PTP4A2	0.405104063683549	0.376739385896626	0.0340009951861773	-0.437503086416996
RO60	0.391170121451791	0.408337040893308	-0.010862863331091	-0.42429623188147
ZNF706	0.303138706721051	0.345924041336209	-0.0161246521596009	-0.373287791371486
SRSF11	0.312215055874415	0.292473882381718	-0.0207753596920027	-0.36411589566799
PAK2	0.407303466850306	0.385436988940209	-0.00823761913224722	-0.448280336760241
OSBPL8	0.362352699902497	0.335592091610783	-0.0197529155839069	-0.400876592841228
MTPN	0.364580295714836	0.372190471088091	-0.0328550997222834	-0.405474571375555
SRRM2	0.437428820247242	0.368247877331243	0.0157626180355506	-0.472065745789818
