""	NefMES	NefAC	NefOPC	NefNPC
EFHD2	-0.5	-1	-0.5	-0.5
COX6B1	-0.5	-1	-0.5	-0.5
CD86	-0.5	-1	-0.5	-0.5
MBNL3	-0.5	-1	-0.5	-0.5
LINC01366	-0.5	-1	-0.5	-0.5
POLE4	-0.5	-1	-0.5	-0.5
RAB11B	-0.5	-1	-0.5	-0.5
NIT1	-0.5	-1	-0.5	-0.5
GABPB1	-0.5	-1	-0.5	-0.5
GLT1D1	-0.5	-1	-0.5	-0.5
DUT	-0.5	-1	-0.5	-0.5
GPS1	-0.5	-1	-0.5	-0.5
LIF	-0.5	-1	-0.5	-0.5
DTD1	-0.5	-1	-0.5	-0.5
ITGB7	-0.5	-1	-0.5	-0.5
UQCRQ	-0.5	-1	-0.5	-0.5
BSG	-0.5	-1	-0.5	-0.5
MYL6	-0.5	-1	-0.5	-0.5
RDH11	-0.5	-1	-0.5	-0.5
TP53TG1	-0.5	-1	-0.5	-0.5
EIF3M	-0.5	-1	-0.5	-0.5
PHOSPHO2	-0.5	-1	-0.5	-0.5
TMEM161B	-0.5	-1	-0.5	-0.5
STK39	-0.5	-1	-0.5	-0.5
GLO1	-0.5	-1	-0.5	-0.5
CIC	-0.5	-1	-0.5	-0.5
RPL19	-0.5	-1	-0.5	-0.5
CDC42	-0.5	-1	-0.5	-0.5
GATD3A	-0.5	-1	-0.5	-0.5
JAKMIP1	-0.5	-1	-0.5	-0.5
PLEKHO1	-0.5	-1	-0.5	-0.5
SLC16A11	-0.5	-1	-0.5	-0.5
SEM1	-0.5	-1	-0.5	-0.5
RPS25	-0.5	-1	-0.5	-0.5
FUK	-0.5	-1	-0.5	-0.5
TOE1	-0.5	-1	-0.5	-0.5
BCLAF3	-0.5	-1	-0.5	-0.5
NARF	-0.5	-1	-0.5	-0.5
AL445686.2	-0.5	-1	-0.5	-0.5
ETHE1	-0.5	-1	-0.5	-0.5
ATP6V1F	-0.5	-1	-0.5	-0.5
PCBP2	-0.5	-1	-0.5	-0.5
ZPR1	-0.5	-1	-0.5	-0.5
HMBS	-0.5	-1	-0.5	-0.5
RPL9	-0.5	-1	-0.5	-0.5
DNAJC17	-0.5	-1	-0.5	-0.5
RPL30	-0.5	-1	-0.5	-0.5
SCML1	-0.5	-1	-0.5	-0.5
PAQR3	-0.5	-1	-0.5	-0.5
HCLS1	-0.5	-1	-0.5	-0.5
