""	VerPN	VerNL	VerCL	VerMES
KTN1	0.233315353855003	0.158854672847718	-0.27168525115281	-0.231210915845432
NCOR1	0.204943140862804	0.169513791695572	-0.249458269142765	-0.213213628959074
PTP4A2	0.222912574661318	0.180888178888208	-0.290308902790621	-0.241992308405483
SON	0.207678611585901	0.179699930875098	-0.20657599411114	-0.193438005809406
EIF5	0.269664450983563	0.143636715937688	-0.340430866119012	-0.287142142511349
SRRM2	0.331946676826328	0.0708567970107399	-0.328608695232668	-0.306575995510151
SPTAN1	0.299477437310106	0.107873355968133	-0.298207477931683	-0.288592754811808
MLEC	0.197848819911916	0.173258647619278	-0.267692784861665	-0.219475054650719
UBXN4	0.285030780432259	0.123206516585966	-0.290545525172377	-0.273956027414274
SF3B2	0.300756388981337	0.119627354494349	-0.3407563076057	-0.304911644005624
SYT11	0.209947648950037	0.216699946035806	-0.243549291277837	-0.222153481566425
HSPD1	0.18655769116092	0.209490584897165	-0.264565766248837	-0.219118697327767
DYNC1LI2	0.327230016798766	0.0710732399113565	-0.29358347620465	-0.300730974525947
SMARCC2	0.344001235947841	0.0586888562557363	-0.334103475009756	-0.336614456280545
MPHOSPH8	0.281068726350329	0.103945480040723	-0.292589175903382	-0.278298089962017
CNBP	0.194561345080002	0.208690251367869	-0.301053541123539	-0.237671629969709
GSPT1	0.244216818356634	0.167417033348416	-0.318656504472028	-0.264225233618005
HDLBP	0.196859231170224	0.172250893594947	-0.267848417429882	-0.220306763931231
SLTM	0.326553894044146	0.0802202577127445	-0.337979350811413	-0.310767920968594
UBE2B	0.26695345772486	0.125908822044719	-0.35644459077199	-0.290385949508996
UBE2D3	0.301598261592116	0.083509355145698	-0.378210229908518	-0.313906117222133
PURA	0.168216275523954	0.176275699033196	-0.175588082757045	-0.166582665755218
DHX9	0.312551982022506	0.0789277389194282	-0.319818800774208	-0.303279233653958
EPRS	0.233118642152453	0.153207552181269	-0.25476371265006	-0.240650712246871
SEPTIN2	0.288006668701019	0.143125082452458	-0.333633505382808	-0.296859248825603
DYNC1H1	0.31370742930919	0.109946083920246	-0.327871489610808	-0.310537812454817
CIAO1	0.309447000361505	0.0983721132215945	-0.341903440736839	-0.31192706355233
LRRC58	0.314920037685584	0.0851206309127603	-0.318879740883857	-0.304468579282938
IK	0.279811411146687	0.120341238211006	-0.278098836823981	-0.267465336244929
VPS35	0.224301885526181	0.164063868306997	-0.265483125934737	-0.237238193655042
SNX6	0.303181795400759	0.119629408190053	-0.359814378690177	-0.317240289497013
ZC3H13	0.353210319238062	0.057646890801554	-0.348295837934025	-0.331380966215198
TAF7	0.350977760987224	0.0614243555335	-0.36758308944757	-0.343560632945161
COMMD2	0.262954425115216	0.135685449682291	-0.305990170446278	-0.271826977674355
YWHAE	0.287345928957274	0.134177877234987	-0.362987272923231	-0.315822657211255
UBE2V1	0.263644958531313	0.151139818989534	-0.314711380946519	-0.281905117729361
GNB1	0.330014410736912	0.0993243765111551	-0.366995106523382	-0.328651652003859
ARID1A	0.317308085012423	0.0712397783142579	-0.325609160317609	-0.304151705175921
NUMA1	0.254191309661512	0.123583538477136	-0.246402656327699	-0.239417031479932
DDX42	0.244212447402843	0.129707473711465	-0.283872983563874	-0.243963113684687
DDX24	0.354526521313042	0.0489759766260095	-0.36337113789518	-0.336714150992813
EIF4G2	0.336060554122337	0.087357586475231	-0.399701776416108	-0.352821749728331
CBX5	0.388885978195412	0.0317623758619732	-0.405323049991177	-0.394154245661087
MAPT	0.280208599249732	0.158237522817241	-0.326494394599385	-0.296175904041735
USP16	0.190846888780593	0.202372974692445	-0.185701824547406	-0.167879612715683
ZNF148	0.257866105620899	0.12961413893786	-0.235520097397125	-0.229560158836472
THRAP3	0.300323235650727	0.0959930576193034	-0.356520639091997	-0.30095755786805
RTN3	0.370181280753126	0.0710129388485508	-0.413989136466853	-0.380342126704765
HNRNPC	0.37623499448519	0.0438506356868513	-0.42676995555915	-0.390119041471442
USP9X	0.18993749176912	0.181364078683983	-0.221070069869805	-0.204740244408654
