""	VerPN	VerNL	VerCL	VerMES
NUB1	-0.437185923301097	-0.20451986189666	-0.252801452587634	0.270992700798575
UBE2I	-0.470564660140329	-0.244154371935885	-0.32700570026146	0.315761335058086
ARPC5	-0.557485374911744	-0.122831383485729	-0.42349915614668	0.339542560530223
RBBP6	-0.45524782113315	-0.301681502844813	-0.22377048759966	0.326588934542304
EWSR1	-0.446932446525616	-0.274267214402395	-0.194827938395477	0.307944558958005
ITM2B	-0.551266078184845	-0.118114818476192	-0.414885419611807	0.324878294775358
LAMP1	-0.429066767806611	-0.227901080634502	-0.206421789033583	0.253083774005815
MORF4L1	-0.535311489015608	-0.111707244019997	-0.420543847160071	0.316959711184476
MTDH	-0.491252460937541	-0.160477587817046	-0.396341266603134	0.298739548696373
YWHAG	-0.48227261360222	-0.292158709149897	-0.297914198614635	0.299090655187815
DDX46	-0.359693130594689	-0.179567520073037	-0.246162385950302	0.195761895684089
CSNK1A1	-0.488032483074356	-0.217384164521368	-0.30635086009612	0.290815060575382
SRRM2	-0.395837592115435	-0.265505801058768	-0.192343561395993	0.26447467783674
UBE2K	-0.521813914978692	-0.236598791984395	-0.320742788760744	0.359996157185715
GOLIM4	-0.357421195100406	-0.207450336222832	-0.173492738012973	0.147737065247965
AKIRIN1	-0.408465495772915	-0.221511189340447	-0.251716936366009	0.231514829874129
RBM39	-0.383264472761271	-0.261685233657226	-0.169946580279123	0.229492680490339
RER1	-0.462540007569065	-0.248680500550393	-0.277226944401193	0.26997021271085
BPTF	-0.335263987981057	-0.305210343724644	-0.115474300689361	0.186679845740195
SCARB2	-0.390737782191097	-0.30298050002234	-0.12931418615729	0.220390786455563
SEC63	-0.431776916855982	-0.302155448113052	-0.212887828569074	0.298330431718394
CHD4	-0.433881821096596	-0.375036737834644	-0.123354901458329	0.308026339743589
RAB10	-0.470172830628715	-0.306168460668144	-0.220260000536586	0.299342541224844
SSR1	-0.454566882678643	-0.267326862401855	-0.257336649670906	0.257948863330018
TCF25	-0.464524690699622	-0.232055010643482	-0.265093985749907	0.31148061160036
SELENOS	-0.50204037289667	-0.22120314926468	-0.317178339155618	0.312684405285304
EIF3A	-0.501214134295476	-0.158904669022889	-0.366980013117501	0.283629490918263
MACF1	-0.434088601405894	-0.354125044213657	-0.151697836426207	0.303160702576386
ACTR3	-0.555601403592118	-0.213061894461102	-0.364988816620787	0.369375472828457
SH3GLB1	-0.451594651609347	-0.271746618121906	-0.223384958259461	0.277105106890485
PPP2R2A	-0.442563946179113	-0.282172409643909	-0.241383368266703	0.268215045482307
RAB2A	-0.440124492459576	-0.197339341509807	-0.240839603587458	0.234737485884864
SERINC1	-0.506906801688877	-0.311398293915773	-0.241171231257057	0.356388184931771
NFE2L2	-0.456894789469481	-0.212796677464734	-0.264883461833734	0.278643784826932
YWHAB	-0.43197261856172	-0.147088694860757	-0.320023044714242	0.211300762352449
DYNC1H1	-0.382988025079588	-0.333351467958921	-0.175661831327676	0.276752174255711
ATP6V1G1	-0.519782208654455	-0.121852905035393	-0.398994714060091	0.292145923400562
BAX	-0.557371880096705	-0.153000075526296	-0.414703840070982	0.33526600676644
TPR	-0.406491708631574	-0.298488946402997	-0.218011104748527	0.250806451526997
CHURC1	-0.510172950545468	-0.147951334902994	-0.347663949228103	0.310159214284788
SCAF11	-0.450625973819529	-0.298165505845228	-0.238731168674509	0.28743066913681
TTC3	-0.423744685789426	-0.20173843136567	-0.264086228429046	0.262699727388759
PRRC2C	-0.454773449937872	-0.215196078647732	-0.292532644865045	0.269002204565886
DYNC1I2	-0.436473575179355	-0.26002073373591	-0.254942149370056	0.258403846941371
ATRX	-0.379588141651455	-0.242245625239741	-0.226450688059699	0.236505466552458
CDC37	-0.397645352382002	-0.259939409451506	-0.203265695563095	0.238906479806348
DDX24	-0.440258440081186	-0.194943896972383	-0.298208755570067	0.255078166010948
CCDC50	-0.421136952951533	-0.273180384734815	-0.243195998359458	0.245480534932776
VCP	-0.436470957707085	-0.260605038979916	-0.215278067868295	0.267589256597898
KTN1	-0.45100145934732	-0.22067944156942	-0.256717830491547	0.277000134084575
