""	NefMES	NefAC	NefOPC	NefNPC
USP11	0.150220463910107	0.0718668479669241	-0.390905584310207	-0.352019860586306
TOX4	0.210524874339075	0.131525304206789	-0.413422576205539	-0.390609905728431
COPB1	0.229478189665026	0.131205755186287	-0.454776488647347	-0.423797205184493
PTCD3	0.182043280042028	0.120473437794503	-0.397098987228425	-0.37814141851718
EIF2AK1	0.111199765780347	0.0508343278300222	-0.381290839137086	-0.330337209902261
HADHA	0.271670287721769	0.156036756975308	-0.509474662244307	-0.480283403100918
SNX6	0.22492819335297	0.107436281324021	-0.486326924339111	-0.454807800157722
NUB1	0.210590448987161	0.126041036427063	-0.437244913861341	-0.415543680566165
TCEA1	0.271527929436443	0.155179692279549	-0.530912365208982	-0.504777842666806
IK	0.148143936187472	0.0542554863663103	-0.420363912461632	-0.368953281832661
RDH11	0.137829035566154	0.0405533603562683	-0.425870566115815	-0.376779812820008
EIF4A2	0.243375551963428	0.165188773964553	-0.431552683208019	-0.417748630669198
PRRC2C	0.0886596658660492	0.0229922402591598	-0.350117001369532	-0.286596066103893
MFAP1	0.131841265232551	0.0231456017663754	-0.454879973795899	-0.385518730176869
BZW1	0.150558637752637	0.0364431478081813	-0.494767989168381	-0.433983862244206
VMA21	0.113837264317949	0.00569178139405161	-0.462984952129046	-0.393463479875656
CSNK1G2	0.157350627645205	0.0605302936505424	-0.454216363779545	-0.407805272217717
EIF4H	0.0976995595193988	-0.0185739376076374	-0.456352407522166	-0.38454317002258
ATF4	0.146541789347293	0.0527051230473833	-0.42197751733931	-0.374957253441158
WDR82	0.164378105340909	0.0976909310605294	-0.393934740712442	-0.361910580832046
HSPA4	0.19818641396952	0.144661238580036	-0.363070590188081	-0.365705459146126
MED28	0.173258375883149	0.0942451637661635	-0.42314520812386	-0.394372810775428
CCDC47	0.213869602561851	0.115904261970494	-0.484016147521104	-0.438002150984729
YWHAE	0.136988725982949	0.0143145713257458	-0.483697751645651	-0.428060189832461
MAPK1IP1L	0.187860718362209	0.114570102787266	-0.423979049509101	-0.418430158948124
ABCF1	0.183862458637135	0.0960174798689705	-0.445463989526743	-0.41279066156053
EIF3B	0.160669284227006	0.0840750261417181	-0.39720676191841	-0.379766716023499
C9orf78	0.0914507484787055	-0.0213150960237382	-0.434591040853882	-0.361772241659304
MAT2A	0.155939124174193	0.0783148852110458	-0.377410575367339	-0.353875568655965
AKIRIN1	0.23363111671691	0.140351699152943	-0.465956484406908	-0.442170537682208
MTDH	0.131985633267398	-0.0148403227450417	-0.514685551477177	-0.413270288002571
CSNK1A1	0.262312932791697	0.168442965379213	-0.477478754360791	-0.45397863674744
PHAX	0.102178895233146	-0.0056714664930659	-0.460119597947028	-0.378161651419028
GDI1	0.243247398641359	0.163976961116643	-0.438742106318286	-0.443492159012349
CDC42	0.16709861775468	0.0655743598498654	-0.432962329869754	-0.405015151530897
TMED4	0.168198057788767	0.0761557676936061	-0.458799385680977	-0.399022347295541
HNRNPK	0.0875345197190945	-0.0390425252456363	-0.455074586576118	-0.36158586833202
SON	0.0961898201576369	0.0279189038080076	-0.382368533246141	-0.309868052200709
PSMD12	0.176320459323615	0.0902998488633514	-0.460421175829867	-0.414231194279037
GNB1	0.122608304226151	0.0412037857612122	-0.380089319391891	-0.343944019005089
ZFR	0.200290761594802	0.121618485542029	-0.42878781565716	-0.406837104855971
VAPA	0.219956700823582	0.109884533580362	-0.509969526355502	-0.473911758842754
METAP2	0.217659476123322	0.0978670721439346	-0.500040385924704	-0.468949018987273
EPRS	0.193474479303808	0.100104431173002	-0.452415475488312	-0.411472014086327
SEC63	0.135994827546545	0.0762659230537683	-0.349178716432266	-0.32595287454572
DDX1	0.183840425993118	0.0735051798680999	-0.46753035276378	-0.425460968224194
USF2	0.184008928208132	0.0787272077782949	-0.454937473611426	-0.425378468768631
ST13	0.198769541660279	0.0813382907467643	-0.463021335085435	-0.432473629642274
UBXN4	0.151605979280618	0.0662285897373494	-0.424913468695597	-0.375518575608494
MORF4L1	0.152234536805198	0.0250800243069735	-0.480580004344517	-0.417920816835555
