""	VerPN	VerNL	VerCL	VerMES
NCOR1	0.269545928462253	-0.1674463111163	0.428099202225827	-0.252334763152837
C11orf58	-0.0452142028328634	-0.274369004796604	0.108641575813822	0.0802424183547305
UBLCP1	0.160773559609797	-0.188211090074765	0.291297432837195	-0.135453621031894
KRR1	0.241768277517009	-0.177479423884505	0.342773946766324	-0.184921505139575
USP47	0.244821191667088	-0.117023790327798	0.354371722129641	-0.192829963201
RBM39	0.209726721001964	-0.203122575138549	0.330051854812231	-0.14253383739654
USP7	0.211562810950844	-0.155314088027276	0.357477035881598	-0.148334836187336
KTN1	0.284367908850584	-0.0960596020311751	0.402415248526874	-0.256031871226761
HP1BP3	0.303333134281279	-0.0916728759517432	0.388642144988376	-0.250334080304303
FYTTD1	0.193378631423434	-0.221902505898417	0.334887489819723	-0.17137820102513
HNRNPC	0.153045651586828	-0.178575262686776	0.24699754008123	-0.103534047275205
KPNA6	0.247327393370194	-0.167889353673494	0.384130371285843	-0.202946267391676
TCF25	0.13129753736717	-0.213176860571823	0.260767584779963	-0.0893231481245938
PITPNB	0.136145540614402	-0.234456447986396	0.273095203242744	-0.0938294178026966
CDC27	0.11231366320485	-0.214895912251892	0.276223191668871	-0.0969347484182734
TSN	-0.013375765104302	-0.333025191623108	0.169919234749791	0.0255114166504739
GATC	0.134904787252075	-0.183531934140207	0.253509280292126	-0.112992293707334
MRPL42	0.0210110817705234	-0.293100112894772	0.164830334011602	0.0197548410795993
RNPS1	-0.00364857079622236	-0.276174495836505	0.150544677128574	0.0432287467090712
MBTPS1	0.257744178214861	-0.144046778771913	0.381633281297189	-0.212892343622082
RSPRY1	0.180424030685082	-0.169228731836482	0.267135057283006	-0.116623560593965
WBP11	0.112049471178946	-0.21730210346243	0.248339682443756	-0.0520782469868647
NDUFA10	-0.0218951109999849	-0.346640717825792	0.193962336595127	0.0509950520725814
RBBP4	0.147689031566772	-0.200617957836286	0.291874212957008	-0.107219629327494
KPNA1	0.0759276452220676	-0.271056014854088	0.248987611043607	-0.0234250957103719
DNAJA1	0.0267011917013922	-0.183549062037727	0.12621062142389	0.0125535522052515
ARL5A	0.142373595685164	-0.220323393374398	0.257923273840277	-0.0799940969603403
SCARB2	0.15782014301579	-0.198895440320076	0.294526491996145	-0.0995176983037478
PPP4R3B	0.0929068792997136	-0.297953754768899	0.235287208661957	-0.0447447203403959
RTN4	0.20038853060838	-0.194366505872818	0.315360785929433	-0.134251043057441
ADAR	0.105132855798011	-0.226025993721497	0.269297243632672	-0.0543716783258649
FUBP1	0.148976426415802	-0.243661331957576	0.318181609309942	-0.112223709347422
DDX39B	-0.000308750356588018	-0.297035299331921	0.181295287421581	0.0235856241482798
PAFAH1B2	0.128913332080362	-0.13879513276772	0.291384643271549	-0.09847935713938
RAB3GAP1	0.0853739783799457	-0.319398050245654	0.28355132535982	-0.0679596238323447
AKIRIN1	0.145462322454565	-0.181122711222869	0.293957149386525	-0.0943504557222073
FUBP3	0.0281604676870209	-0.200118238143398	0.176645705622939	0.0260892704088926
DYNC1I2	0.169172759122212	-0.10153713095717	0.226771932004255	-0.120916366856296
RANBP2	0.187682947305948	-0.214927399088053	0.338248220291346	-0.140474596654615
SYNCRIP	0.140535894363607	-0.20293734062168	0.263433926508215	-0.0890886670928151
SF3B1	0.101993616648195	-0.269539061179275	0.264933480619055	-0.0430065990464916
SEPTIN2	0.130022169117172	-0.180186136700211	0.291519460360599	-0.113394612773398
ZFR	0.165834160501757	-0.22179278192288	0.329438042187641	-0.131338750739498
HNRNPK	0.0827371375441339	-0.226998737198463	0.214048721225805	-0.0300989427045935
SEPTIN7	0.0960711262889989	-0.178401326884322	0.221337075879531	-0.0576674264050427
USP22	0.10598560944665	-0.286407508830187	0.246497134328544	-0.0686432866354952
PAFAH1B1	0.112108635135551	-0.244542483834358	0.283305550851745	-0.0557369085939067
CYP51A1	0.0690782545372775	-0.222837745639477	0.184258735850971	-0.0151547238920206
CSNK1A1	0.128024724559046	-0.202669131473648	0.271737342242457	-0.0721249331361137
SF1	0.131912331694105	-0.252227165082387	0.325047860411317	-0.0912720917888608
