""	VerPN	VerNL	VerCL	VerMES
TTTY15	-0.702391330571532	0.671892183133595	-0.581813847934896	-0.584083119616157
DNAH14	-0.643821719859509	0.646124960752232	-0.50001240637944	-0.637467226368949
DDX3Y	-0.688391431545109	0.673687629897864	-0.584636868352416	-0.575559055651037
EIF1AY	-0.649912641938371	0.644020132688209	-0.634009228817199	-0.665436262312265
PARVA	-0.717250096371254	0.660549866154434	-0.580432360740965	-0.572095094599461
RIMS2	-0.694708022716099	0.652099583226391	-0.533427126625858	-0.5495827805317
ZNF518B	-0.62451950687056	0.601491610515347	-0.603391393167391	-0.681248357741115
THEM4	-0.71235283848758	0.61495106259982	-0.5387744570709	-0.592305354090568
HBS1L	-0.668256170396997	0.622342641179954	-0.631983505150716	-0.643374434509458
SERINC1	-0.729662688604522	0.698419133215753	-0.383531749034075	-0.43500914877851
NPEPL1	-0.641484840872927	0.650573426839923	-0.461412298027556	-0.613033261211132
PNISR	-0.556435203970536	0.617509593788162	-0.385168468389427	-0.665737009053076
RPAP2	-0.608606549107956	0.58838085547948	-0.467541884261345	-0.627273253355086
RPS4Y1	-0.7070304657551	0.725503010477791	-0.586213286213709	-0.59982907780387
INPP1	-0.740510937801648	0.749745727928427	-0.387157674524233	-0.487108430178943
RANBP17	-0.625798274413331	0.623967027603962	-0.480886507978917	-0.649360361654474
TTTY14	-0.635814429336095	0.658878437173907	-0.553180986830507	-0.65527417646692
ARMCX1	-0.706408114548469	0.737314611079163	-0.453724092607492	-0.537660919378817
FAM89A	-0.605538623061851	0.700625310135806	-0.49152777029497	-0.698065605045632
HIF1A	-0.694541709445625	0.683276320092727	-0.462916245566089	-0.510269777330988
UFL1	-0.651495685138352	0.670811573419059	-0.474840040571854	-0.595948595357462
EHBP1L1	-0.623855500522898	0.626254231496362	-0.55679404195613	-0.663694613931635
KITLG	-0.699912590392339	0.665215120148509	-0.523201405198086	-0.611603215675484
FAM213A	-0.713613825198481	0.752682677270746	-0.457953698605149	-0.528208330679935
DNAJC4	-0.747682266399022	0.802280704220298	-0.468497018361892	-0.511273474305736
TFRC	-0.611997231762864	0.611352029895314	-0.495257261110256	-0.653406128718803
RTL8A	-0.650504649525674	0.682817122783891	-0.581987711285709	-0.688533326464231
SOCS4	-0.616771032369696	0.648786902354885	-0.436858408421276	-0.621967078746989
TGOLN2	-0.655335895635578	0.592276454912236	-0.580358566648124	-0.628761117112073
WDR26	-0.720122579974716	0.76071256459453	-0.293646083521953	-0.431699654475377
PCNX4	-0.638316288193613	0.543893137809258	-0.494056286422083	-0.591348910099885
MTAP	-0.617751165147062	0.64586944081339	-0.612544771331248	-0.737411781799907
THUMPD2	-0.619553724768912	0.627410050278285	-0.564027125649174	-0.742359683162407
TOR1AIP2	-0.620650814641978	0.596312351047111	-0.565116751844562	-0.673489579023147
HECTD2	-0.704260620779393	0.73196879956641	-0.466885546366443	-0.555646638480082
ZFY	-0.636030087259393	0.659274520276625	-0.565793482789416	-0.661452234460028
SGPL1	-0.64646728678695	0.669073048207655	-0.433682662753098	-0.563903946064308
KDM5D	-0.617309389318079	0.594616560333014	-0.498471628634396	-0.689466858810054
PRPF4B	-0.619950489866861	0.658921342452865	-0.50395894110994	-0.654614437101821
CDKN2B-AS1	-0.638414941404589	0.61893168314159	-0.507156915165017	-0.620244224446543
PHF11	-0.712418950237994	0.666618151743853	-0.593695706561535	-0.568985966803882
ZNHIT6	-0.614535181905436	0.594318115856254	-0.564880839249331	-0.652399258547657
N4BP2L2	-0.670382234894767	0.686693123676809	-0.303476431588185	-0.505591592564371
TMEM30A	-0.623000797649347	0.652961683623467	-0.420293124315325	-0.593115627978228
C6orf89	-0.717159089586969	0.776507314157291	-0.421878719352905	-0.484237382177173
CDC42BPA	-0.575390346484154	0.563232134568798	-0.519283634569704	-0.708925690723286
TROVE2	-0.711502628048924	0.702896665037768	-0.512396153995044	-0.491588883516486
HOXD13	-0.627287327808508	0.69288010439067	-0.549792769159657	-0.684911675900341
SHTN1	-0.564972923832628	0.707255449799988	-0.459567597229195	-0.716162606932399
GMFB	-0.607218370015472	0.618772161298376	-0.51907006717947	-0.640592913185753
