""	VerPN	VerNL	VerCL	VerMES
UBXN4	0.195808292025729	-0.434614457361639	0.457765123209751	-0.243790044615096
SON	0.252143622273865	-0.493548150618869	0.488127908530634	-0.276897155577727
CSNK2A1	0.218680200523242	-0.45407324474551	0.456933734564958	-0.290927550583987
U2SURP	0.199249676067209	-0.477106073450743	0.444354167130051	-0.229230141553348
SF3B1	0.250336149592659	-0.506087872786785	0.493028582430502	-0.264655537553889
TROVE2	0.188861308768596	-0.422963068474609	0.435743082756346	-0.254586327970525
CSNK1A1	0.151257347991685	-0.420858920836674	0.413565539793044	-0.219500474602207
TTC3	0.217376124823458	-0.438855062790525	0.458239864564723	-0.272810829694473
RRBP1	0.254532739817272	-0.460106040724987	0.50168481733577	-0.311776276218217
SMARCA5	0.20460011310131	-0.418003980014063	0.453910752808535	-0.282103120405963
PRRC2C	0.253184661209669	-0.490052795140675	0.480021168307046	-0.277069800490629
DYNC1H1	0.219400602241229	-0.440671969487093	0.47914199791082	-0.255118556653018
SEC63	0.172651867433183	-0.41020203045476	0.431302970821124	-0.250977464094119
SMAD5	0.196760712568311	-0.441308337078955	0.464507087335483	-0.242642963309702
KIF21A	0.233835387452021	-0.434892789733675	0.474327349603724	-0.311059017658138
ARMCX3	0.198555701099931	-0.423553237793333	0.443994962660527	-0.26130458352969
ARID4B	0.266361920330749	-0.508684055782361	0.501014046258775	-0.272879982514871
MTDH	0.165555966355455	-0.413568405858474	0.413402495663572	-0.235844131090683
PAPOLA	0.197580648015814	-0.447526243266431	0.422900785188525	-0.258712135425248
PAK2	0.150061268253399	-0.368353754306511	0.38686306140671	-0.258896547835754
SRSF7	0.225968780651111	-0.482166924539275	0.455595703032433	-0.27896006000358
PPIG	0.143626308355317	-0.403030610489633	0.39686171227963	-0.225172894597662
PURA	0.209611349092633	-0.474884874587869	0.461196069076119	-0.224010910263309
VPS35	0.152894051923438	-0.428272005128076	0.425777266601677	-0.226262527017473
RFC1	0.204757030053615	-0.421446777447773	0.458756701246662	-0.275463497602939
ZNF148	0.222949710530775	-0.468654357123987	0.493400089441988	-0.25555099734699
BCLAF1	0.230242635279604	-0.487997080252378	0.474205541655895	-0.261259163377784
ORMDL1	0.238314225069274	-0.466984520751007	0.479565965872547	-0.287207367311809
USP16	0.163896709510267	-0.421245685738574	0.407577637740373	-0.245246198927232
TAX1BP1	0.144771725761952	-0.392864051144428	0.407019682921962	-0.231848537943448
ZC3H14	0.247542572983572	-0.484968181347999	0.507467101464889	-0.257465530859865
NEMF	0.228509793687002	-0.45942723414493	0.472512264008771	-0.260923699939839
GPBP1	0.262507043625055	-0.500132228761637	0.494259682500673	-0.281798097256827
ZNF24	0.185535883498735	-0.423372362543454	0.448597726871134	-0.255754649025852
TERF2IP	0.161748617847288	-0.374939580775219	0.394983372633976	-0.288203549861057
THOC2	0.277048556335663	-0.491116440879677	0.520292927191199	-0.284108221112212
CGGBP1	0.203179669313527	-0.43510068824922	0.434096175906544	-0.265929710208274
SPCS3	0.211472040586633	-0.422335080693495	0.471962970492825	-0.278693657883559
OSBPL8	0.156653627063345	-0.432435897954218	0.404745795562542	-0.213836797633255
DDX6	0.20502771740174	-0.427393889390877	0.426894819790492	-0.271258573337
GGNBP2	0.178590455783544	-0.471362921924243	0.429219310809567	-0.20175706215495
CNOT2	0.23078182998196	-0.485185412417632	0.487117119864552	-0.256831747003656
PPP1R12A	0.238020825551513	-0.496276418486688	0.489477939459534	-0.236602062151383
PRKAR1A	0.197960766028243	-0.429778316098568	0.448817751893448	-0.271860175563417
PCM1	0.223404184425915	-0.483422128267639	0.462555830698942	-0.244649703377076
VAPA	0.121223439409034	-0.359435545782839	0.385116494397674	-0.251111434892502
IFNAR1	0.173120510939383	-0.430014442080306	0.437051623252467	-0.214475830658128
APPL1	0.201585967350391	-0.439178378757788	0.458184534208794	-0.251150529499308
SRRM1	0.132004039367333	-0.407926202518073	0.38367507974284	-0.220270513326197
TMX3	0.199262840548115	-0.44087838230976	0.455735922534432	-0.264503533084637
