""	NefMES	NefAC	NefOPC	NefNPC
FAM110C	0.158963307996547	0.231369867707728	0.407646289409738	0.219262718350516
XG	0.176179462956244	0.450733773964553	0.543735513650537	0.313704874763664
IL1A	0.0393024178115842	0.207824326953895	0.462434592697756	0.366106809419011
AP003774.3	-0.0239019985558531	0.0789509034061267	0.242931058195086	0.00813658781803695
TCF23	0.215764746453493	0.618028277398319	0.685824512154017	0.421396256289964
INMT	0.207290946907569	0.56240449673044	0.675996221830073	0.440073702292468
A3GALT2	0.0815594972171352	0.0671788869210294	0.271400716535109	0.263934676411594
KCNN1	0.303001030774644	0.512404672997654	0.576589818521182	0.331254803727016
PLXNB3	0.154736150230423	0.531537456196229	0.481672378706891	0.361722091678594
AC103876.1	0.0589067688678518	0.0151959801830455	0.225024712414798	0.235623744421551
AP005205.2	0.0589067688678518	0.0151959801830455	0.225024712414798	0.235623744421551
SLAMF7	-0.0206285819776551	0.370073912293712	0.542479138524924	0.545261859515572
AC079907.2	0.231912432031664	0.183225337153263	0.248587594081739	0.136011556975744
AP001059.3	0.0329685159527016	0.411514250616028	0.580142052273558	0.493551117128994
Z83851.2	0.207803198308928	0.185998138501871	0.26261605465792	0.156370957741201
PAQR5	0.171023024943666	0.331374711305338	0.438278856605633	0.313178679421468
ARRDC5	0.0572676699265495	0.249154211062891	0.495343976586416	0.389421855706751
GALNT9	0.14975948117087	0.0859416214471967	0.20789902257706	0.150216440740587
ALOX12	0.154493474319208	0.0699049440960952	0.207428393325912	0.178705588432353
AL391832.3	0.237209096118566	0.169638893386832	0.229699631970079	0.141177042968297
AL451069.3	0.169727082448792	0.128124455131507	0.243708835836052	0.191184798285835
FAM187A	0.104167719514221	0.206089433872444	0.363160555405586	0.293844097209125
MYADML2	0.179302732548311	0.381579563212086	0.524937049081193	0.392722097823734
SFRP5	0.275847229288312	0.169995081280458	0.200653041910695	0.058041752683567
SCGB1D2	0.161970669874799	0.391345742055623	0.569851179392719	0.331770677534884
AK5	-0.141033595555265	0.0713148522897978	0.423292091617558	0.390037812534501
NPPA	0.0727602677225261	0.084479649000167	0.313928771654173	0.29291257344871
AC099329.3	-0.0423258234155764	-0.0276842061304747	0.254618256489466	0.217587055968669
AC105020.5	0.0708624877984053	0.279697834838183	0.4626506600046	0.245991892996469
AC131571.1	-0.0716680251236997	0.278364651248346	0.550195181708618	0.455697347303226
ZAR1L	0.151587858589528	0.119653041889113	0.233408202580974	0.181280212356408
TNFRSF9	0.207516152404533	0.0860009772691112	0.192480200530229	0.173380122879566
AF127577.5	0.218993244654954	0.466496705684967	0.416123136865223	0.185067987993566
AC108718.1	0.0350745327475748	-0.0500597339061392	0.0263881162774474	-0.0425719679580763
RGS7	0.266418756265675	0.203895059278616	0.23690128612285	0.0937525290763163
AC108449.1	0.154142273014629	0.150940674620358	0.257240955825219	0.185434835153062
LEP	-0.0849942150163655	0.273961252830833	0.385716637664966	0.203008776470066
AC117402.1	-0.00247654533729755	0.147143184947908	0.384280734749809	0.380145472701697
FER1L5	0.226626397868761	0.662140297424751	0.671841914544483	0.492203711524062
AC015688.6	-0.0886836282558189	-0.0283823227213024	0.262755823841823	0.28351720258943
AL357078.1	0.0222493696626602	0.235699859541456	0.429051269306617	0.433733837765892
VSIG8	0.0319269734492822	0.071174529091029	0.258983035662035	0.0687395775428517
AL161785.1	0.144437158944562	0.0941929922406252	0.201563085116369	0.176915138239795
SRGAP3-AS4	-0.0236221989222996	0.310894499278148	0.572277433446112	0.40744422682045
LINC01980	0.138330945559781	0.183276782314154	0.327461403522579	0.25751287673164
AC019257.8	-0.230768980031308	0.320032804013469	0.464219505806003	0.357161695498958
ABCC8	0.00359221777491195	0.342672432332307	0.407336394114327	0.299833044098706
RAB37	0.118800823261839	0.335611674772255	0.304981216026176	0.101160643844202
AL021707.1	0.0547846284796068	0.0843687820128218	0.236176519313985	0.252860222806661
ROS1	-0.191446033640027	-0.00324383601326489	0.230669164029665	0.22014133598024
