""	NefMES	NefAC	NefOPC	NefNPC
TRIM44	-0.118796992481203	0.523308270676692	0.43609022556391	0.821052631578947
PRKAR2A	-0.043609022556391	0.464661654135338	0.354887218045113	0.784962406015038
EIF2B1	-0.270676691729323	0.649624060150376	0.545864661654135	0.896240601503759
ILF3	-0.087218045112782	0.609022556390977	0.416541353383459	0.803007518796992
ACAP2	-0.233082706766917	0.598496240601504	0.454135338345865	0.833082706766917
RETREG2	0.136141416171537	0.358029359655534	0.19857090535517	0.664159505411421
ZNF682	0.0160672374698801	0.440242306674713	0.294030445698805	0.772834122301231
PAFAH1B2	-0.198496240601504	0.609022556390977	0.427067669172932	0.83609022556391
SMARCA2	-0.189473684210526	0.553383458646617	0.442105263157895	0.815037593984962
TMBIM4	-0.130827067669173	0.41203007518797	0.27218045112782	0.720300751879699
SMG6	0.0947708965238623	0.348011161005658	0.150701261685486	0.661842654412547
CDC37	-0.33984962406015	0.66015037593985	0.535338345864662	0.905263157894737
SLC30A7	-0.207518796992481	0.598496240601504	0.455639097744361	0.849624060150376
NBPF14	-0.33984962406015	0.696240601503759	0.6	0.935338345864662
CCNL2	-0.146671691455523	0.629560029478323	0.403911273392902	0.798044434022103
AL354822.1	0.108753487814268	0.37752996484096	0.235373620055166	0.69990637514754
HOOK3	-0.141353383458647	0.562406015037594	0.356390977443609	0.774436090225564
FAM214A	-0.16716886427747	0.62801276039374	0.45180774129046	0.835844321387351
YEATS2	-0.0220718901333412	0.47612220144779	0.313736152609636	0.763056773181226
ELMOD3	-0.267669172932331	0.661654135338346	0.529323308270677	0.881203007518797
KIF3B	-0.216541353383459	0.669172932330827	0.517293233082707	0.873684210526316
LAMP1	-0.33984962406015	0.655639097744361	0.508270676691729	0.876691729323308
CLIP1	0.00300751879699248	0.312781954887218	0.171428571428571	0.661654135338346
ZMYM4	0.153383458646617	0.333834586466165	0.169924812030075	0.654135338345865
ATP13A1	0.0425672166857295	0.378375259428707	0.244367355047707	0.728372374400261
H6PD	0.0876268370174378	0.26821431852294	0.0914366994964568	0.607292079155634
TNRC18	-0.162406015037594	0.523308270676692	0.410526315789474	0.810526315789474
NDN	-0.203007518796993	0.601503759398496	0.488721804511278	0.864661654135338
EXOSC6	-0.303759398496241	0.690225563909774	0.506766917293233	0.864661654135338
SCO1	0.0150375939849624	0.410526315789474	0.192481203007519	0.664661654135338
KBTBD2	-0.303759398496241	0.694736842105263	0.371428571428571	0.769924812030075
IST1	-0.0947368421052632	0.451127819548872	0.264661654135338	0.703759398496241
SPRY2	-0.180451127819549	0.589473684210526	0.333834586466165	0.760902255639098
NSD3	-0.329323308270677	0.733834586466166	0.285714285714286	0.702255639097744
PPP2R2A	-0.249624060150376	0.729323308270677	0.53984962406015	0.893233082706767
ZNF268	-0.202265591073771	0.643778168604204	0.391700902116743	0.77660930304071
ENTR1	0.0362609623619178	0.372069005104895	0.247520482209612	0.731525501562167
CSNK2A2	-0.216541353383459	0.667669172932331	0.398496240601504	0.783458646616541
SPATA2L	0.0289210274457841	0.44345575416869	0.290816998204829	0.763193779819303
ZDHHC21	-0.216541353383459	0.681203007518797	0.466165413533835	0.843609022556391
CLCN3	-0.257142857142857	0.654135338345865	0.554887218045113	0.903759398496241
FAHD2A	0.193305767713177	0.318916908600727	0.139902228772961	0.639338142242024
KMT2C	-0.168421052631579	0.610526315789474	0.396992481203008	0.798496240601504
LINC02453	0.0321344749397601	0.432208687939773	0.218514429590369	0.711778619915686
AUTS2	-0.204511278195489	0.609022556390977	0.422556390977444	0.815037593984962
ZC3H3	0.0208874087108441	0.438635582927726	0.292423721951817	0.769620674807255
EVI5	-0.383458646616541	0.735338345864662	0.601503759398496	0.923308270676692
WDR3	0.0273143036987961	0.445062477915678	0.289210274457841	0.766407227313279
MRRF	-0.487218045112782	0.750375939849624	0.557894736842105	0.887218045112782
MTDH	0.0706766917293233	0.47218045112782	0.263157894736842	0.714285714285714
